"reference_date","target","horizon","location","target_end_date","output_type","output_type_id","value"
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.01,223.594789833922
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.025,327.346371517631
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.05,392.941084463712
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.1,509.186788135849
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.15,534.68895924033
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.2,558.390671394003
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.25,570.124643664862
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.3,583.437847609816
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.35,616.615829310474
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.4,647.215494108641
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.45,660.390118064016
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.5,662.021673603586
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.55,666.484932443263
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.6,670.864705631028
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.65,698.118118188456
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.7,729.722305848091
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.75,758.258329552606
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.8,795.12633369584
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.85,872.076666113938
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.9,931.618250218578
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.95,982.110607327989
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.975,1057.96090537049
2025-01-11,"wk inc flu hosp",0,"01",2025-01-11,"quantile",0.99,1398.96927244057
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.01,13.3834650753171
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.025,16.0327200693612
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.05,22.5708653891359
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.1,31.2476832470445
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.15,34.801502949957
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.2,35.3442740770775
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.25,39.0133292525098
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.3,41.1696024440174
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.35,44.2537125830217
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.4,49.7098457206637
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.45,51.8729048803814
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.5,55.230505994236
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.55,58.9712445006262
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.6,60.556152408449
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.65,63.4039631631145
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.7,66.2345351610784
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.75,69.3060440907567
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.8,72.900918475898
2025-01-11,"wk inc flu hosp",0,"02",2025-01-11,"quantile",0.85,77.7948713917347
