"reference_date","target","horizon","location","target_end_date","output_type","output_type_id","value"
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.01,276.37453143943
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.025,388.007863326295
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.05,466.178016515544
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.1,529.928786103179
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.15,538.478375598917
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.2,547.596243810766
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.25,556.758534163486
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.3,606.046532981995
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.35,640.103916926866
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.4,675.130784230991
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.45,700.221433625618
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.5,708.389133034912
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.55,719.081733686365
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.6,732.322241290166
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.65,746.340464551959
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.7,767.171798524282
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.75,774.285927014226
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.8,800.542772392115
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.85,840.387002103008
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.9,895.70486809583
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.95,931.252526472828
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.975,995.690698089218
2025-02-08,"wk inc flu hosp",0,"01",2025-02-08,"quantile",0.99,1183.874744432
2025-02-08,"wk inc flu hosp",0,"02",2025-02-08,"quantile",0.01,9.4087285280184
2025-02-08,"wk inc flu hosp",0,"02",2025-02-08,"quantile",0.025,10.4615383920198
2025-02-08,"wk inc flu hosp",0,"02",2025-02-08,"quantile",0.05,11.9766749645697
2025-02-08,"wk inc flu hosp",0,"02",2025-02-08,"quantile",0.1,15.5430191709525
2025-02-08,"wk inc flu hosp",0,"02",2025-02-08,"quantile",0.15,18.122663985983
