"reference_date","target","horizon","location","target_end_date","output_type","output_type_id","value"
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.01,64.0341424936957
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.025,82.5862779885163
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.05,87.7124540685893
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.1,97.6889498071934
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.15,100.971618466586
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.2,104.855712957579
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.25,105.127160981416
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.3,108.864842234914
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.35,109.283990583474
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.4,111.996716593489
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.45,114.677991818509
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.5,117.405433006601
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.55,121.68335659093
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.6,124.85417941542
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.65,127.322776990744
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.7,132.32883210169
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.75,135.440153699252
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.8,141.719293597878
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.85,146.939957911107
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.9,154.802600730893
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.95,173.549054516443
2025-04-05,"wk inc flu hosp",0,"01",2025-04-05,"quantile",0.975,201.950363910682
