"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.01",24.47116029015
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.025",29.1413592355425
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.05",33.8555602427767
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.1",39.17652004852
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.15",43.4208267221814
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.2",45.7648249582142
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.25",47.8553760110038
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.3",49.9935869697071
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.35",51.9909777475592
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.4",53.3063944787809
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.45",55.5250121884444
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.5",57.3591221517942
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.55",59.435138756533
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.6",62.0271622732929
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.65",64.0909876036519
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.7",66.9785722624592
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.75",70.4932741474189
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.8",74.8099604336049
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.85",79.4256160916712
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.9",85.1088141479507
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.95",97.5723674765746
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.975",107.028818360484
"01",0,2024-11-30,2024-11-30,"wk inc flu hosp","quantile","0.99",120.303540669708
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.01",21.7646595597569
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.025",26.8709259023241
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.05",32.4679945689209
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.1",38.7691099088768
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.15",44.0143379525471
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.2",48.3767580515559
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.25",52.1548395758481
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.3",55.1164700012878
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.35",58.2910863110995
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.4",61.0098938468317
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.45",63.7062905360145
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.5",68.2078761267689
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.55",70.9824067491084
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.6",75.4296395852677
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.65",78.4857336494811
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.7",83.2142052881993
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.75",87.7231375694026
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.8",93.8093916317398
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.85",101.915732124663
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.9",109.294901210753
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.95",128.440653950615
"01",1,2024-12-07,2024-11-30,"wk inc flu hosp","quantile","0.975",148.999311179791
