location,horizon,target_end_date,reference_date,target,output_type,output_type_id,value
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.01,17.5308595224515
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.025,25.2754192267326
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.05,29.4791502574886
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.1,34.9001945130733
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.15,38.0433963439535
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.2,40.2560209927622
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.25,42.8480299516042
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.3,44.8107493329181
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.35,46.7577915007255
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.4,48.1993530365019
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.45,49.688952145707
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.5,51.8050603746689
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.55,53.4119986871769
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.6,55.5851723182223
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.65,57.6835247604844
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.7,59.7852482875241
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.75,62.6225009126265
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.8,65.515772565865
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.85,69.0328384690641
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.9,73.0223050148611
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.95,79.3066800330372
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.975,87.5904459083714
01,0,2024-03-30,2024-03-30,wk inc flu hosp,quantile,0.99,98.9690644505193
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.01,9.46077247562123
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.025,16.118600869782
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.05,21.4153954376052
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.1,26.2586537567855
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.15,30.25030782882
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.2,33.2604946279207
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.25,36.076192874101
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.3,38.5328484040108
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.35,41.4369982453326
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.4,43.2960284589978
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.45,45.0512753195964
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.5,47.8775825946868
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.55,50.0669322415578
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.6,53.0082934736778
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.65,56.1297461090776
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.7,59.947699006471
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.75,63.4917927417211
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.8,67.6985207856692
01,1,2024-04-06,2024-03-30,wk inc flu hosp,quantile,0.85,72.7016730418028
