"location","horizon","target_end_date","reference_date","target","output_type","output_type_id","value"
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.01,5.36762294389464
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.025,8.77069415251316
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.05,12.0748735015596
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.1,16.6917407695924
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.15,19.4961207225408
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.2,21.8233588473469
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.25,23.5650987855882
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.3,25.624186377934
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.35,27.1725704887185
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.4,29.0882204552509
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.45,30.4618870121457
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.5,32.0605543405726
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.55,32.981547932984
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.6,34.8898516224951
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.65,36.4805634393236
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.7,37.8164715728439
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.75,39.2314677626406
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.8,41.4798604657006
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.85,43.9908761066951
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.9,47.831863293461
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.95,55.739272688819
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.975,63.5812767212809
"01",0,2023-10-21,2023-10-21,"wk inc flu hosp","quantile",0.99,74.0622021184631
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.01,1.96523357496668
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.025,5.80179685691289
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.05,9.86150808970628
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.1,15.510983787262
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.15,20.2883110629126
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.2,23.4229866950199
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.25,26.5394679355341
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.3,29.8667825768706
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.35,32.7634813751298
"01",1,2023-10-28,2023-10-21,"wk inc flu hosp","quantile",0.4,36.2599232422518
