feat,importance,b,q_level
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,46,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,30,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,21,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,36,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,44,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,70,0,0.01
inc_trans_cs_rollmean_w2_lag1,24,0,0.01
inc_trans_cs_rollmean_w2_lag2,29,0,0.01
inc_trans_cs_rollmean_w4_lag1,30,0,0.01
inc_trans_cs_rollmean_w4_lag2,67,0,0.01
horizon,129,0,0.01
inc_trans_cs,170,0,0.025
season_week,216,0,0.025
log_pop,271,0,0.025
source_flusurvnet,70,0,0.025
source_ilinet,18,0,0.025
source_nhsn,12,0,0.025
agg_level_national,0,0,0.025
agg_level_state,0,0,0.025
location_01,4,0,0.025
location_02,4,0,0.025
location_04,2,0,0.025
location_05,7,0,0.025
location_06,4,0,0.025
location_08,2,0,0.025
location_09,15,0,0.025
location_10,15,0,0.025
location_11,0,0,0.025
location_12,1,0,0.025
location_13,6,0,0.025
location_15,0,0,0.025
location_16,14,0,0.025
location_17,0,0,0.025
location_18,1,0,0.025
location_19,16,0,0.025
location_20,1,0,0.025
location_21,1,0,0.025
location_22,11,0,0.025
location_23,0,0,0.025
location_24,1,0,0.025
location_25,3,0,0.025
location_26,10,0,0.025
location_27,6,0,0.025
location_28,12,0,0.025
location_29,20,0,0.025
location_30,9,0,0.025
location_31,15,0,0.025
location_32,2,0,0.025
location_33,12,0,0.025
location_34,7,0,0.025
location_35,1,0,0.025
location_36,5,0,0.025
location_37,9,0,0.025
location_38,8,0,0.025
location_39,6,0,0.025
location_40,3,0,0.025
location_41,14,0,0.025
location_42,3,0,0.025
location_44,7,0,0.025
location_45,6,0,0.025
location_46,4,0,0.025
location_47,5,0,0.025
location_48,3,0,0.025
location_49,3,0,0.025
location_50,0,0,0.025
location_51,3,0,0.025
location_53,12,0,0.025
location_54,4,0,0.025
location_55,15,0,0.025
location_56,0,0,0.025
location_72,16,0,0.025
location_US,0,0,0.025
delta_xmas,153,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone,66,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone,77,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone,55,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone,42,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone,55,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone,59,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone,27,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone,51,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone,51,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone,59,0,0.025
inc_trans_cs_rollmean_w2,36,0,0.025
inc_trans_cs_rollmean_w4,51,0,0.025
inc_trans_cs_lag1,45,0,0.025
inc_trans_cs_lag2,45,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,17,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,29,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,48,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,44,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,42,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,39,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,23,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,26,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,36,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,53,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,60,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,51,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,14,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,10,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,32,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,45,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,23,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,31,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,39,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,69,0,0.025
inc_trans_cs_rollmean_w2_lag1,12,0,0.025
inc_trans_cs_rollmean_w2_lag2,30,0,0.025
inc_trans_cs_rollmean_w4_lag1,43,0,0.025
inc_trans_cs_rollmean_w4_lag2,93,0,0.025
horizon,134,0,0.025
inc_trans_cs,193,0,0.05
season_week,249,0,0.05
log_pop,259,0,0.05
source_flusurvnet,67,0,0.05
source_ilinet,19,0,0.05
source_nhsn,10,0,0.05
agg_level_national,0,0,0.05
agg_level_state,0,0,0.05
location_01,12,0,0.05
location_02,5,0,0.05
location_04,1,0,0.05
location_05,16,0,0.05
location_06,0,0,0.05
location_08,0,0,0.05
location_09,7,0,0.05
location_10,16,0,0.05
location_11,4,0,0.05
location_12,0,0,0.05
location_13,7,0,0.05
location_15,0,0,0.05
location_16,7,0,0.05
location_17,0,0,0.05
location_18,1,0,0.05
location_19,20,0,0.05
location_20,0,0,0.05
location_21,1,0,0.05
location_22,8,0,0.05
location_23,0,0,0.05
location_24,0,0,0.05
location_25,3,0,0.05
location_26,11,0,0.05
location_27,6,0,0.05
location_28,11,0,0.05
location_29,15,0,0.05
location_30,8,0,0.05
location_31,13,0,0.05
location_32,0,0,0.05
location_33,7,0,0.05
location_34,3,0,0.05
location_35,2,0,0.05
location_36,8,0,0.05
location_37,9,0,0.05
location_38,3,0,0.05
location_39,8,0,0.05
location_40,2,0,0.05
location_41,5,0,0.05
location_42,5,0,0.05
location_44,6,0,0.05
location_45,4,0,0.05
location_46,1,0,0.05
location_47,10,0,0.05
location_48,4,0,0.05
location_49,1,0,0.05
location_50,1,0,0.05
location_51,6,0,0.05
location_53,10,0,0.05
location_54,6,0,0.05
location_55,10,0,0.05
location_56,0,0,0.05
location_72,7,0,0.05
location_US,0,0,0.05
delta_xmas,173,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone,54,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone,87,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone,52,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone,52,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone,65,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone,65,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone,30,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone,76,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone,42,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone,60,0,0.05
inc_trans_cs_rollmean_w2,36,0,0.05
inc_trans_cs_rollmean_w4,50,0,0.05
inc_trans_cs_lag1,56,0,0.05
inc_trans_cs_lag2,27,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,11,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,18,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,41,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,36,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,44,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,41,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,13,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,30,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,35,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,58,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,48,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,70,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,9,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,14,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,38,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,44,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,16,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,19,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,51,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,74,0,0.05
inc_trans_cs_rollmean_w2_lag1,33,0,0.05
inc_trans_cs_rollmean_w2_lag2,15,0,0.05
inc_trans_cs_rollmean_w4_lag1,39,0,0.05
inc_trans_cs_rollmean_w4_lag2,82,0,0.05
horizon,109,0,0.05
inc_trans_cs,202,0,0.1
season_week,257,0,0.1
log_pop,287,0,0.1
source_flusurvnet,65,0,0.1
source_ilinet,41,0,0.1
source_nhsn,5,0,0.1
agg_level_national,0,0,0.1
agg_level_state,0,0,0.1
location_01,6,0,0.1
location_02,7,0,0.1
location_04,8,0,0.1
location_05,17,0,0.1
location_06,0,0,0.1
location_08,3,0,0.1
location_09,11,0,0.1
location_10,14,0,0.1
location_11,7,0,0.1
location_12,0,0,0.1
location_13,8,0,0.1
location_15,0,0,0.1
location_16,16,0,0.1
location_17,0,0,0.1
location_18,3,0,0.1
location_19,20,0,0.1
location_20,0,0,0.1
location_21,0,0,0.1
location_22,9,0,0.1
location_23,1,0,0.1
location_24,3,0,0.1
location_25,7,0,0.1
location_26,2,0,0.1
location_27,3,0,0.1
location_28,13,0,0.1
location_29,10,0,0.1
location_30,11,0,0.1
location_31,12,0,0.1
location_32,4,0,0.1
location_33,5,0,0.1
location_34,10,0,0.1
location_35,6,0,0.1
location_36,3,0,0.1
location_37,5,0,0.1
location_38,7,0,0.1
location_39,2,0,0.1
location_40,2,0,0.1
location_41,2,0,0.1
location_42,2,0,0.1
location_44,9,0,0.1
location_45,4,0,0.1
location_46,2,0,0.1
location_47,5,0,0.1
location_48,5,0,0.1
location_49,1,0,0.1
location_50,3,0,0.1
location_51,7,0,0.1
location_53,2,0,0.1
location_54,5,0,0.1
location_55,4,0,0.1
location_56,0,0,0.1
location_72,3,0,0.1
location_US,0,0,0.1
delta_xmas,193,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone,50,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone,77,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone,62,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone,47,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone,68,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone,41,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone,42,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone,67,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone,35,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone,71,0,0.1
inc_trans_cs_rollmean_w2,24,0,0.1
inc_trans_cs_rollmean_w4,51,0,0.1
inc_trans_cs_lag1,46,0,0.1
inc_trans_cs_lag2,31,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,11,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,16,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,27,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,37,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,43,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,42,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,23,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,32,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,24,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,42,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,38,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,75,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,18,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,14,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,36,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,30,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,20,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,14,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,50,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,81,0,0.1
inc_trans_cs_rollmean_w2_lag1,19,0,0.1
inc_trans_cs_rollmean_w2_lag2,23,0,0.1
inc_trans_cs_rollmean_w4_lag1,42,0,0.1
inc_trans_cs_rollmean_w4_lag2,71,0,0.1
horizon,121,0,0.1
inc_trans_cs,195,0,0.15
season_week,227,0,0.15
log_pop,257,0,0.15
source_flusurvnet,81,0,0.15
source_ilinet,52,0,0.15
source_nhsn,6,0,0.15
agg_level_national,0,0,0.15
agg_level_state,0,0,0.15
location_01,4,0,0.15
location_02,6,0,0.15
location_04,7,0,0.15
location_05,4,0,0.15
location_06,0,0,0.15
location_08,0,0,0.15
location_09,2,0,0.15
location_10,14,0,0.15
location_11,5,0,0.15
location_12,0,0,0.15
location_13,6,0,0.15
location_15,0,0,0.15
location_16,2,0,0.15
location_17,0,0,0.15
location_18,1,0,0.15
location_19,16,0,0.15
location_20,2,0,0.15
location_21,0,0,0.15
location_22,15,0,0.15
location_23,3,0,0.15
location_24,1,0,0.15
location_25,6,0,0.15
location_26,5,0,0.15
location_27,2,0,0.15
location_28,14,0,0.15
location_29,9,0,0.15
location_30,12,0,0.15
location_31,14,0,0.15
location_32,4,0,0.15
location_33,0,0,0.15
location_34,5,0,0.15
location_35,3,0,0.15
location_36,2,0,0.15
location_37,5,0,0.15
location_38,5,0,0.15
location_39,3,0,0.15
location_40,3,0,0.15
location_41,0,0,0.15
location_42,0,0,0.15
location_44,8,0,0.15
location_45,2,0,0.15
location_46,9,0,0.15
location_47,3,0,0.15
location_48,3,0,0.15
location_49,9,0,0.15
location_50,1,0,0.15
location_51,16,0,0.15
location_53,1,0,0.15
location_54,2,0,0.15
location_55,4,0,0.15
location_56,0,0,0.15
location_72,4,0,0.15
location_US,0,0,0.15
delta_xmas,207,0,0.15
inc_trans_cs_taylor_d2_c0_w4t_sNone,45,0,0.15
inc_trans_cs_taylor_d2_c1_w4t_sNone,77,0,0.15
inc_trans_cs_taylor_d2_c2_w4t_sNone,62,0,0.15
inc_trans_cs_taylor_d2_c0_w6t_sNone,54,0,0.15
inc_trans_cs_taylor_d2_c1_w6t_sNone,55,0,0.15
inc_trans_cs_taylor_d2_c2_w6t_sNone,53,0,0.15
inc_trans_cs_taylor_d1_c0_w3t_sNone,36,0,0.15
inc_trans_cs_taylor_d1_c1_w3t_sNone,66,0,0.15
inc_trans_cs_taylor_d1_c0_w5t_sNone,35,0,0.15
inc_trans_cs_taylor_d1_c1_w5t_sNone,90,0,0.15
inc_trans_cs_rollmean_w2,23,0,0.15
inc_trans_cs_rollmean_w4,55,0,0.15
inc_trans_cs_lag1,57,0,0.15
inc_trans_cs_lag2,32,0,0.15
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,16,0,0.15
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,20,0,0.15
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,36,0,0.15
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,33,0,0.15
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,35,0,0.15
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,45,0,0.15
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,25,0,0.15
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,27,0,0.15
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,41,0,0.15
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,43,0,0.15
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,34,0,0.15
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,60,0,0.15
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,16,0,0.15
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,20,0,0.15
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,30,0,0.15
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,30,0,0.15
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,24,0,0.15
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,24,0,0.15
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,57,0,0.15
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,85,0,0.15
inc_trans_cs_rollmean_w2_lag1,15,0,0.15
inc_trans_cs_rollmean_w2_lag2,21,0,0.15
inc_trans_cs_rollmean_w4_lag1,38,0,0.15
inc_trans_cs_rollmean_w4_lag2,90,0,0.15
horizon,128,0,0.15
inc_trans_cs,188,0,0.2
season_week,271,0,0.2
log_pop,253,0,0.2
source_flusurvnet,65,0,0.2
source_ilinet,49,0,0.2
source_nhsn,3,0,0.2
agg_level_national,0,0,0.2
agg_level_state,0,0,0.2
location_01,4,0,0.2
location_02,3,0,0.2
location_04,6,0,0.2
location_05,5,0,0.2
location_06,2,0,0.2
location_08,6,0,0.2
location_09,8,0,0.2
location_10,8,0,0.2
location_11,6,0,0.2
location_12,0,0,0.2
location_13,9,0,0.2
location_15,2,0,0.2
location_16,2,0,0.2
location_17,0,0,0.2
location_18,1,0,0.2
location_19,15,0,0.2
location_20,1,0,0.2
location_21,5,0,0.2
location_22,12,0,0.2
location_23,4,0,0.2
location_24,3,0,0.2
location_25,0,0,0.2
location_26,4,0,0.2
location_27,0,0,0.2
location_28,17,0,0.2
location_29,8,0,0.2
location_30,10,0,0.2
location_31,11,0,0.2
location_32,4,0,0.2
location_33,2,0,0.2
location_34,8,0,0.2
location_35,5,0,0.2
location_36,4,0,0.2
location_37,0,0,0.2
location_38,3,0,0.2
location_39,5,0,0.2
location_40,6,0,0.2
location_41,2,0,0.2
location_42,0,0,0.2
location_44,5,0,0.2
location_45,5,0,0.2
location_46,3,0,0.2
location_47,4,0,0.2
location_48,0,0,0.2
location_49,6,0,0.2
location_50,4,0,0.2
location_51,7,0,0.2
location_53,2,0,0.2
location_54,6,0,0.2
location_55,0,0,0.2
location_56,0,0,0.2
location_72,9,0,0.2
location_US,0,0,0.2
delta_xmas,219,0,0.2
inc_trans_cs_taylor_d2_c0_w4t_sNone,43,0,0.2
inc_trans_cs_taylor_d2_c1_w4t_sNone,88,0,0.2
inc_trans_cs_taylor_d2_c2_w4t_sNone,51,0,0.2
inc_trans_cs_taylor_d2_c0_w6t_sNone,40,0,0.2
inc_trans_cs_taylor_d2_c1_w6t_sNone,54,0,0.2
inc_trans_cs_taylor_d2_c2_w6t_sNone,52,0,0.2
inc_trans_cs_taylor_d1_c0_w3t_sNone,29,0,0.2
inc_trans_cs_taylor_d1_c1_w3t_sNone,73,0,0.2
inc_trans_cs_taylor_d1_c0_w5t_sNone,38,0,0.2
inc_trans_cs_taylor_d1_c1_w5t_sNone,65,0,0.2
inc_trans_cs_rollmean_w2,32,0,0.2
inc_trans_cs_rollmean_w4,44,0,0.2
inc_trans_cs_lag1,38,0,0.2
inc_trans_cs_lag2,33,0,0.2
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,7,0,0.2
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,18,0,0.2
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,49,0,0.2
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,41,0,0.2
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,51,0,0.2
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,46,0,0.2
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,17,0,0.2
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,21,0,0.2
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,33,0,0.2
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,33,0,0.2
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,31,0,0.2
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,99,0,0.2
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,18,0,0.2
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,16,0,0.2
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,27,0,0.2
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,30,0,0.2
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,19,0,0.2
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,38,0,0.2
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,48,0,0.2
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,88,0,0.2
inc_trans_cs_rollmean_w2_lag1,15,0,0.2
inc_trans_cs_rollmean_w2_lag2,19,0,0.2
inc_trans_cs_rollmean_w4_lag1,43,0,0.2
inc_trans_cs_rollmean_w4_lag2,85,0,0.2
horizon,138,0,0.2
inc_trans_cs,186,0,0.25
season_week,263,0,0.25
log_pop,250,0,0.25
source_flusurvnet,65,0,0.25
source_ilinet,46,0,0.25
source_nhsn,1,0,0.25
agg_level_national,0,0,0.25
agg_level_state,0,0,0.25
location_01,1,0,0.25
location_02,6,0,0.25
location_04,6,0,0.25
location_05,5,0,0.25
location_06,2,0,0.25
location_08,2,0,0.25
location_09,6,0,0.25
location_10,9,0,0.25
location_11,7,0,0.25
location_12,0,0,0.25
location_13,8,0,0.25
location_15,3,0,0.25
location_16,1,0,0.25
location_17,1,0,0.25
location_18,1,0,0.25
location_19,15,0,0.25
location_20,0,0,0.25
location_21,8,0,0.25
location_22,11,0,0.25
location_23,4,0,0.25
location_24,2,0,0.25
location_25,0,0,0.25
location_26,2,0,0.25
location_27,0,0,0.25
location_28,9,0,0.25
location_29,8,0,0.25
location_30,7,0,0.25
location_31,7,0,0.25
location_32,5,0,0.25
location_33,0,0,0.25
location_34,3,0,0.25
location_35,3,0,0.25
location_36,3,0,0.25
location_37,1,0,0.25
location_38,1,0,0.25
location_39,6,0,0.25
location_40,6,0,0.25
location_41,1,0,0.25
location_42,0,0,0.25
location_44,8,0,0.25
location_45,2,0,0.25
location_46,4,0,0.25
location_47,6,0,0.25
location_48,1,0,0.25
location_49,9,0,0.25
location_50,3,0,0.25
location_51,10,0,0.25
location_53,2,0,0.25
location_54,2,0,0.25
location_55,1,0,0.25
location_56,0,0,0.25
location_72,5,0,0.25
location_US,0,0,0.25
delta_xmas,230,0,0.25
inc_trans_cs_taylor_d2_c0_w4t_sNone,38,0,0.25
inc_trans_cs_taylor_d2_c1_w4t_sNone,81,0,0.25
inc_trans_cs_taylor_d2_c2_w4t_sNone,70,0,0.25
inc_trans_cs_taylor_d2_c0_w6t_sNone,36,0,0.25
inc_trans_cs_taylor_d2_c1_w6t_sNone,57,0,0.25
inc_trans_cs_taylor_d2_c2_w6t_sNone,77,0,0.25
inc_trans_cs_taylor_d1_c0_w3t_sNone,29,0,0.25
inc_trans_cs_taylor_d1_c1_w3t_sNone,92,0,0.25
inc_trans_cs_taylor_d1_c0_w5t_sNone,34,0,0.25
inc_trans_cs_taylor_d1_c1_w5t_sNone,70,0,0.25
inc_trans_cs_rollmean_w2,27,0,0.25
inc_trans_cs_rollmean_w4,46,0,0.25
inc_trans_cs_lag1,40,0,0.25
inc_trans_cs_lag2,29,0,0.25
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,7,0,0.25
