location,reference_date,horizon,target_end_date,target,output_type,output_type_id,value
01,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,58.34352983908981
02,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,3.4311789950436786
04,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,234.9311159102447
05,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,16.208070674444148
06,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,470.10206796315777
08,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,92.78596826443689
09,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,37.294266463048544
10,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,2.824536868429526
11,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,3.873555542816039
12,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,448.2543130746002
13,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,115.15960379371448
15,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,14.442655846392515
16,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,17.063775268196025
17,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,96.87376280842855
18,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,95.82609130852151
19,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,5.739958190927281
20,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,9.604198153508412
21,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,14.76625428157629
22,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,98.55246252659293
23,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,3.6995946077196846
24,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,37.89892654168354
25,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,6.641261599636906
26,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,83.27047509851934
27,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,16.88057018915133
28,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,34.73037274483136
29,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,77.7303554507227
30,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,9.745031660624967
31,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,2.0435300909565837
32,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,42.81614561893176
33,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,3.722398347007839
34,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,82.48160275520554
35,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,41.768146431040705
36,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,307.4114003533051
37,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,189.84539105674727
38,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,4.267427513544574
39,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,57.57949940797835
40,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,22.516331643758914
41,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,9.446043599707831
42,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,164.55547619631642
44,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,0.7874917342308371
45,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,105.7816576157357
46,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,1.6219106365548817
47,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,84.9310495021844
48,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,455.38665090734906
49,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,5.255394593358429
50,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,2.0454305814710576
51,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,83.44708184045307
53,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,30.406525408911556
54,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,6.179539188591406
55,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,49.97074479948406
56,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,24.335311992753258
72,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,32.65891276972103
US,2023-12-16,0,2023-12-16,wk inc flu hosp,quantile,0.01,3858.914982022094
01,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,56.64470869258417
02,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,2.8752204205128598
04,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,238.2417139702421
05,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,17.056801934033384
06,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,493.32317387925235
08,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,88.16381456109794
09,2023-12-16,1,2023-12-23,wk inc flu hosp,quantile,0.01,39.883886556557584
