feat,importance,b,q_level
inc_trans_cs_taylor_d1_c0_w5t_sNone,23,22,0.85
inc_trans_cs_taylor_d1_c1_w5t_sNone,85,22,0.85
inc_trans_cs_rollmean_w2,26,22,0.85
inc_trans_cs_rollmean_w4,27,22,0.85
inc_trans_cs_lag1,37,22,0.85
inc_trans_cs_lag2,27,22,0.85
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,24,22,0.85
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,27,22,0.85
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,54,22,0.85
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,45,22,0.85
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,54,22,0.85
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,55,22,0.85
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,25,22,0.85
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,34,22,0.85
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,28,22,0.85
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,60,22,0.85
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,66,22,0.85
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,57,22,0.85
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,15,22,0.85
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,19,22,0.85
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,39,22,0.85
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,28,22,0.85
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,17,22,0.85
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,22,22,0.85
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,73,22,0.85
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,97,22,0.85
inc_trans_cs_rollmean_w2_lag1,16,22,0.85
inc_trans_cs_rollmean_w2_lag2,20,22,0.85
inc_trans_cs_rollmean_w4_lag1,25,22,0.85
inc_trans_cs_rollmean_w4_lag2,134,22,0.85
horizon,134,22,0.85
inc_trans_cs,136,22,0.9
season_week,216,22,0.9
log_pop,189,22,0.9
source_flusurvnet,25,22,0.9
source_ilinet,77,22,0.9
source_nhsn,26,22,0.9
agg_level_national,0,22,0.9
agg_level_state,0,22,0.9
location_01,2,22,0.9
location_02,9,22,0.9
location_04,3,22,0.9
location_05,2,22,0.9
location_06,4,22,0.9
location_08,10,22,0.9
location_09,1,22,0.9
location_10,10,22,0.9
location_11,4,22,0.9
location_12,1,22,0.9
location_13,1,22,0.9
location_15,3,22,0.9
location_16,8,22,0.9
location_17,0,22,0.9
location_18,4,22,0.9
location_19,13,22,0.9
location_20,0,22,0.9
location_21,7,22,0.9
location_22,5,22,0.9
location_23,1,22,0.9
location_24,3,22,0.9
location_25,3,22,0.9
location_26,9,22,0.9
location_27,4,22,0.9
location_28,7,22,0.9
location_29,0,22,0.9
location_30,16,22,0.9
location_31,2,22,0.9
location_32,6,22,0.9
location_33,7,22,0.9
location_34,1,22,0.9
location_35,8,22,0.9
location_36,6,22,0.9
location_37,4,22,0.9
location_38,1,22,0.9
location_39,7,22,0.9
location_40,3,22,0.9
location_41,7,22,0.9
location_42,0,22,0.9
location_44,8,22,0.9
location_45,3,22,0.9
location_46,2,22,0.9
location_47,5,22,0.9
location_48,3,22,0.9
location_49,2,22,0.9
location_50,2,22,0.9
location_51,4,22,0.9
location_53,10,22,0.9
location_54,1,22,0.9
location_55,2,22,0.9
location_56,1,22,0.9
location_72,10,22,0.9
location_US,0,22,0.9
delta_xmas,214,22,0.9
inc_trans_cs_taylor_d2_c0_w4t_sNone,51,22,0.9
inc_trans_cs_taylor_d2_c1_w4t_sNone,90,22,0.9
inc_trans_cs_taylor_d2_c2_w4t_sNone,59,22,0.9
inc_trans_cs_taylor_d2_c0_w6t_sNone,43,22,0.9
inc_trans_cs_taylor_d2_c1_w6t_sNone,59,22,0.9
inc_trans_cs_taylor_d2_c2_w6t_sNone,72,22,0.9
inc_trans_cs_taylor_d1_c0_w3t_sNone,22,22,0.9
inc_trans_cs_taylor_d1_c1_w3t_sNone,61,22,0.9
inc_trans_cs_taylor_d1_c0_w5t_sNone,29,22,0.9
inc_trans_cs_taylor_d1_c1_w5t_sNone,79,22,0.9
inc_trans_cs_rollmean_w2,33,22,0.9
inc_trans_cs_rollmean_w4,41,22,0.9
inc_trans_cs_lag1,51,22,0.9
inc_trans_cs_lag2,21,22,0.9
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,30,22,0.9
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,23,22,0.9
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,57,22,0.9
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,48,22,0.9
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,46,22,0.9
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,58,22,0.9
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,25,22,0.9
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,29,22,0.9
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,27,22,0.9
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,44,22,0.9
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,66,22,0.9
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,90,22,0.9
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,21,22,0.9
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,10,22,0.9
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,35,22,0.9
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,30,22,0.9
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,22,22,0.9
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,25,22,0.9
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,67,22,0.9
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,104,22,0.9
inc_trans_cs_rollmean_w2_lag1,16,22,0.9
inc_trans_cs_rollmean_w2_lag2,23,22,0.9
inc_trans_cs_rollmean_w4_lag1,33,22,0.9
inc_trans_cs_rollmean_w4_lag2,121,22,0.9
horizon,121,22,0.9
inc_trans_cs,114,22,0.95
season_week,195,22,0.95
log_pop,226,22,0.95
source_flusurvnet,23,22,0.95
source_ilinet,62,22,0.95
source_nhsn,27,22,0.95
agg_level_national,0,22,0.95
agg_level_state,0,22,0.95
location_01,8,22,0.95
location_02,7,22,0.95
location_04,6,22,0.95
location_05,6,22,0.95
location_06,2,22,0.95
location_08,8,22,0.95
location_09,2,22,0.95
location_10,4,22,0.95
location_11,10,22,0.95
location_12,1,22,0.95
location_13,6,22,0.95
location_15,1,22,0.95
location_16,9,22,0.95
location_17,1,22,0.95
location_18,2,22,0.95
location_19,9,22,0.95
location_20,0,22,0.95
location_21,8,22,0.95
location_22,11,22,0.95
location_23,0,22,0.95
location_24,4,22,0.95
location_25,5,22,0.95
location_26,9,22,0.95
location_27,3,22,0.95
location_28,2,22,0.95
location_29,1,22,0.95
location_30,15,22,0.95
location_31,4,22,0.95
location_32,6,22,0.95
location_33,11,22,0.95
location_34,5,22,0.95
location_35,5,22,0.95
location_36,11,22,0.95
location_37,11,22,0.95
location_38,6,22,0.95
location_39,7,22,0.95
location_40,2,22,0.95
location_41,6,22,0.95
location_42,0,22,0.95
location_44,6,22,0.95
location_45,14,22,0.95
location_46,2,22,0.95
location_47,3,22,0.95
location_48,0,22,0.95
location_49,1,22,0.95
location_50,0,22,0.95
location_51,0,22,0.95
location_53,21,22,0.95
location_54,1,22,0.95
location_55,8,22,0.95
location_56,0,22,0.95
location_72,12,22,0.95
location_US,0,22,0.95
delta_xmas,158,22,0.95
inc_trans_cs_taylor_d2_c0_w4t_sNone,55,22,0.95
inc_trans_cs_taylor_d2_c1_w4t_sNone,95,22,0.95
inc_trans_cs_taylor_d2_c2_w4t_sNone,42,22,0.95
inc_trans_cs_taylor_d2_c0_w6t_sNone,44,22,0.95
inc_trans_cs_taylor_d2_c1_w6t_sNone,66,22,0.95
inc_trans_cs_taylor_d2_c2_w6t_sNone,56,22,0.95
inc_trans_cs_taylor_d1_c0_w3t_sNone,37,22,0.95
inc_trans_cs_taylor_d1_c1_w3t_sNone,72,22,0.95
inc_trans_cs_taylor_d1_c0_w5t_sNone,28,22,0.95
inc_trans_cs_taylor_d1_c1_w5t_sNone,84,22,0.95
inc_trans_cs_rollmean_w2,27,22,0.95
inc_trans_cs_rollmean_w4,39,22,0.95
inc_trans_cs_lag1,42,22,0.95
inc_trans_cs_lag2,29,22,0.95
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,18,22,0.95
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,23,22,0.95
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,39,22,0.95
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,54,22,0.95
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,52,22,0.95
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,48,22,0.95
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,25,22,0.95
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,49,22,0.95
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,40,22,0.95
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,56,22,0.95
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,55,22,0.95
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,79,22,0.95
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,10,22,0.95
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,14,22,0.95
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,34,22,0.95
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,39,22,0.95
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,32,22,0.95
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,24,22,0.95
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,87,22,0.95
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,103,22,0.95
inc_trans_cs_rollmean_w2_lag1,33,22,0.95
inc_trans_cs_rollmean_w2_lag2,20,22,0.95
inc_trans_cs_rollmean_w4_lag1,31,22,0.95
inc_trans_cs_rollmean_w4_lag2,104,22,0.95
horizon,128,22,0.95
inc_trans_cs,99,22,0.975
season_week,198,22,0.975
log_pop,237,22,0.975
source_flusurvnet,24,22,0.975
source_ilinet,49,22,0.975
source_nhsn,16,22,0.975
agg_level_national,0,22,0.975
agg_level_state,0,22,0.975
location_01,7,22,0.975
location_02,4,22,0.975
location_04,7,22,0.975
location_05,6,22,0.975
location_06,5,22,0.975
location_08,7,22,0.975
location_09,3,22,0.975
location_10,9,22,0.975
location_11,10,22,0.975
location_12,0,22,0.975
location_13,7,22,0.975
location_15,2,22,0.975
location_16,6,22,0.975
location_17,0,22,0.975
location_18,3,22,0.975
location_19,13,22,0.975
location_20,0,22,0.975
location_21,8,22,0.975
location_22,7,22,0.975
location_23,3,22,0.975
location_24,5,22,0.975
location_25,7,22,0.975
location_26,9,22,0.975
location_27,7,22,0.975
location_28,4,22,0.975
location_29,4,22,0.975
location_30,3,22,0.975
location_31,2,22,0.975
location_32,9,22,0.975
location_33,10,22,0.975
location_34,7,22,0.975
location_35,1,22,0.975
location_36,8,22,0.975
location_37,8,22,0.975
location_38,11,22,0.975
location_39,2,22,0.975
location_40,2,22,0.975
location_41,15,22,0.975
location_42,1,22,0.975
location_44,5,22,0.975
location_45,7,22,0.975
location_46,2,22,0.975
location_47,3,22,0.975
location_48,1,22,0.975
location_49,0,22,0.975
location_50,1,22,0.975
location_51,1,22,0.975
location_53,26,22,0.975
location_54,1,22,0.975
location_55,5,22,0.975
location_56,0,22,0.975
location_72,8,22,0.975
location_US,0,22,0.975
delta_xmas,133,22,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone,46,22,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone,93,22,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone,69,22,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone,42,22,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone,69,22,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone,50,22,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone,33,22,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone,63,22,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone,48,22,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone,69,22,0.975
inc_trans_cs_rollmean_w2,33,22,0.975
inc_trans_cs_rollmean_w4,45,22,0.975
inc_trans_cs_lag1,55,22,0.975
inc_trans_cs_lag2,36,22,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,26,22,0.975
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,30,22,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,40,22,0.975
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,53,22,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,63,22,0.975
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,55,22,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,30,22,0.975
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,51,22,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,37,22,0.975
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,56,22,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,64,22,0.975
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,74,22,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,15,22,0.975
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,23,22,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,40,22,0.975
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,41,22,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,27,22,0.975
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,34,22,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,68,22,0.975
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,105,22,0.975
inc_trans_cs_rollmean_w2_lag1,8,22,0.975
inc_trans_cs_rollmean_w2_lag2,19,22,0.975
inc_trans_cs_rollmean_w4_lag1,35,22,0.975
inc_trans_cs_rollmean_w4_lag2,108,22,0.975
horizon,109,22,0.975
inc_trans_cs,130,22,0.99
season_week,199,22,0.99
log_pop,240,22,0.99
source_flusurvnet,23,22,0.99
source_ilinet,34,22,0.99
source_nhsn,11,22,0.99
agg_level_national,0,22,0.99
agg_level_state,0,22,0.99
location_01,10,22,0.99
location_02,9,22,0.99
location_04,3,22,0.99
location_05,0,22,0.99
location_06,7,22,0.99
location_08,5,22,0.99
location_09,5,22,0.99
location_10,6,22,0.99
location_11,12,22,0.99
location_12,0,22,0.99
location_13,13,22,0.99
location_15,0,22,0.99
location_16,16,22,0.99
location_17,0,22,0.99
location_18,16,22,0.99
location_19,12,22,0.99
location_20,0,22,0.99
location_21,13,22,0.99
location_22,1,22,0.99
location_23,6,22,0.99
location_24,0,22,0.99
location_25,2,22,0.99
location_26,3,22,0.99
location_27,7,22,0.99
location_28,1,22,0.99
location_29,1,22,0.99
location_30,0,22,0.99
location_31,0,22,0.99
location_32,14,22,0.99
location_33,10,22,0.99
location_34,10,22,0.99
location_35,1,22,0.99
location_36,12,22,0.99
location_37,12,22,0.99
location_38,2,22,0.99
location_39,9,22,0.99
location_40,2,22,0.99
location_41,16,22,0.99
location_42,1,22,0.99
location_44,3,22,0.99
location_45,9,22,0.99
location_46,0,22,0.99
location_47,2,22,0.99
location_48,0,22,0.99
location_49,0,22,0.99
location_50,1,22,0.99
location_51,0,22,0.99
location_53,22,22,0.99
location_54,7,22,0.99
location_55,0,22,0.99
location_56,0,22,0.99
location_72,11,22,0.99
location_US,0,22,0.99
delta_xmas,128,22,0.99
inc_trans_cs_taylor_d2_c0_w4t_sNone,65,22,0.99
inc_trans_cs_taylor_d2_c1_w4t_sNone,61,22,0.99
inc_trans_cs_taylor_d2_c2_w4t_sNone,68,22,0.99
inc_trans_cs_taylor_d2_c0_w6t_sNone,47,22,0.99
inc_trans_cs_taylor_d2_c1_w6t_sNone,77,22,0.99
inc_trans_cs_taylor_d2_c2_w6t_sNone,67,22,0.99
inc_trans_cs_taylor_d1_c0_w3t_sNone,33,22,0.99
inc_trans_cs_taylor_d1_c1_w3t_sNone,86,22,0.99
inc_trans_cs_taylor_d1_c0_w5t_sNone,41,22,0.99
inc_trans_cs_taylor_d1_c1_w5t_sNone,53,22,0.99
inc_trans_cs_rollmean_w2,48,22,0.99
inc_trans_cs_rollmean_w4,27,22,0.99
inc_trans_cs_lag1,45,22,0.99
inc_trans_cs_lag2,43,22,0.99
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,19,22,0.99
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,25,22,0.99
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,37,22,0.99
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,61,22,0.99
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,51,22,0.99
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,62,22,0.99
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,29,22,0.99
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,58,22,0.99
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,55,22,0.99
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,73,22,0.99
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,65,22,0.99
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,91,22,0.99
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,15,22,0.99
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,14,22,0.99
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,37,22,0.99
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,50,22,0.99
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,21,22,0.99
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,33,22,0.99
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,66,22,0.99
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,73,22,0.99
inc_trans_cs_rollmean_w2_lag1,20,22,0.99
inc_trans_cs_rollmean_w2_lag2,20,22,0.99
inc_trans_cs_rollmean_w4_lag1,30,22,0.99
inc_trans_cs_rollmean_w4_lag2,77,22,0.99
horizon,100,22,0.99
inc_trans_cs,103,23,0.01
season_week,352,23,0.01
log_pop,223,23,0.01
source_flusurvnet,70,23,0.01
source_ilinet,31,23,0.01
source_nhsn,30,23,0.01
agg_level_national,0,23,0.01
agg_level_state,0,23,0.01
location_01,4,23,0.01
location_02,1,23,0.01
location_04,2,23,0.01
location_05,1,23,0.01
location_06,5,23,0.01
location_08,11,23,0.01
location_09,3,23,0.01
location_10,2,23,0.01
location_11,12,23,0.01
location_12,1,23,0.01
location_13,4,23,0.01
location_15,8,23,0.01
location_16,10,23,0.01
location_17,1,23,0.01
location_18,5,23,0.01
location_19,28,23,0.01
location_20,0,23,0.01
location_21,0,23,0.01
location_22,3,23,0.01
location_23,1,23,0.01
location_24,1,23,0.01
location_25,0,23,0.01
location_26,15,23,0.01
location_27,2,23,0.01
location_28,1,23,0.01
location_29,19,23,0.01
location_30,16,23,0.01
location_31,5,23,0.01
location_32,3,23,0.01
location_33,11,23,0.01
location_34,9,23,0.01
location_35,1,23,0.01
location_36,2,23,0.01
location_37,5,23,0.01
location_38,9,23,0.01
location_39,5,23,0.01
location_40,6,23,0.01
location_41,8,23,0.01
location_42,0,23,0.01
location_44,4,23,0.01
location_45,0,23,0.01
location_46,11,23,0.01
location_47,4,23,0.01
location_48,3,23,0.01
location_49,13,23,0.01
location_50,8,23,0.01
location_51,1,23,0.01
location_53,9,23,0.01
location_54,3,23,0.01
location_55,8,23,0.01
location_56,0,23,0.01
location_72,23,23,0.01
location_US,0,23,0.01
delta_xmas,11,23,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone,38,23,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone,97,23,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone,56,23,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone,54,23,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone,73,23,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone,75,23,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone,28,23,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone,67,23,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone,38,23,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone,77,23,0.01
inc_trans_cs_rollmean_w2,16,23,0.01
inc_trans_cs_rollmean_w4,38,23,0.01
inc_trans_cs_lag1,40,23,0.01
inc_trans_cs_lag2,45,23,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,15,23,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,17,23,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,63,23,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,66,23,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,76,23,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,59,23,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,17,23,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,36,23,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,51,23,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,60,23,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,64,23,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,111,23,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,14,23,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,7,23,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,48,23,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,35,23,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,15,23,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,34,23,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,34,23,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,53,23,0.01
inc_trans_cs_rollmean_w2_lag1,10,23,0.01
inc_trans_cs_rollmean_w2_lag2,26,23,0.01
inc_trans_cs_rollmean_w4_lag1,28,23,0.01
inc_trans_cs_rollmean_w4_lag2,67,23,0.01
horizon,125,23,0.01
inc_trans_cs,125,23,0.025
season_week,357,23,0.025
log_pop,214,23,0.025
source_flusurvnet,55,23,0.025
source_ilinet,43,23,0.025
source_nhsn,36,23,0.025
agg_level_national,0,23,0.025
agg_level_state,0,23,0.025
location_01,0,23,0.025
location_02,3,23,0.025
location_04,4,23,0.025
location_05,0,23,0.025
location_06,1,23,0.025
location_08,3,23,0.025
location_09,5,23,0.025
location_10,11,23,0.025
location_11,2,23,0.025
location_12,3,23,0.025
location_13,2,23,0.025
location_15,2,23,0.025
location_16,0,23,0.025
location_17,0,23,0.025
location_18,4,23,0.025
location_19,16,23,0.025
location_20,0,23,0.025
location_21,2,23,0.025
location_22,2,23,0.025
location_23,5,23,0.025
location_24,0,23,0.025
location_25,5,23,0.025
location_26,7,23,0.025
location_27,6,23,0.025
location_28,5,23,0.025
location_29,13,23,0.025
location_30,10,23,0.025
location_31,8,23,0.025
location_32,3,23,0.025
location_33,8,23,0.025
location_34,7,23,0.025
location_35,4,23,0.025
location_36,3,23,0.025
location_37,3,23,0.025
location_38,2,23,0.025
location_39,7,23,0.025
location_40,4,23,0.025
location_41,3,23,0.025
location_42,0,23,0.025
location_44,6,23,0.025
location_45,2,23,0.025
location_46,1,23,0.025
location_47,6,23,0.025
location_48,4,23,0.025
location_49,20,23,0.025
location_50,4,23,0.025
location_51,0,23,0.025
location_53,9,23,0.025
location_54,5,23,0.025
location_55,9,23,0.025
location_56,0,23,0.025
location_72,15,23,0.025
location_US,0,23,0.025
delta_xmas,24,23,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone,55,23,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone,79,23,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone,57,23,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone,42,23,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone,75,23,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone,59,23,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone,39,23,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone,65,23,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone,32,23,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone,80,23,0.025
inc_trans_cs_rollmean_w2,33,23,0.025
inc_trans_cs_rollmean_w4,50,23,0.025
inc_trans_cs_lag1,33,23,0.025
inc_trans_cs_lag2,32,23,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,19,23,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,28,23,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,49,23,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,49,23,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,71,23,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,57,23,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,31,23,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,37,23,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,50,23,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,51,23,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,61,23,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,105,23,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,15,23,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,10,23,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,52,23,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,42,23,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,18,23,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,31,23,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,44,23,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,73,23,0.025
inc_trans_cs_rollmean_w2_lag1,19,23,0.025
inc_trans_cs_rollmean_w2_lag2,29,23,0.025
inc_trans_cs_rollmean_w4_lag1,33,23,0.025
inc_trans_cs_rollmean_w4_lag2,65,23,0.025
horizon,132,23,0.025
inc_trans_cs,136,23,0.05
season_week,350,23,0.05
log_pop,219,23,0.05
source_flusurvnet,55,23,0.05
source_ilinet,54,23,0.05
source_nhsn,42,23,0.05
agg_level_national,0,23,0.05
agg_level_state,0,23,0.05
location_01,4,23,0.05
location_02,3,23,0.05
location_04,14,23,0.05
location_05,0,23,0.05
location_06,0,23,0.05
location_08,4,23,0.05
