location,reference_date_base,horizon,target_end_date,target,output_type_base,output_type_id_base,value_base,reference_date_spatial,output_type_spatial,output_type_id_spatial,value_spatial,abs_diff,rel_diff,diff,state_name,region
36,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1813.8933425288567,2025-02-15,quantile,0.5,2452.967315100468,639.0739725716114,0.352127564521853,639.0739725716114,New York,Northeast
37,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1384.5654557408748,2025-02-15,quantile,0.5,1650.7325412857842,266.16708554490947,0.1920999722114084,266.16708554490947,North Carolina,South
38,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,95.95649040902494,2025-02-15,quantile,0.5,107.05280312464484,11.096312715619902,0.11444631162708661,11.096312715619902,North Dakota,Midwest
39,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,1823.815877163307,2025-02-15,quantile,0.5,2194.196551714564,370.380674551257,0.20296879218686828,370.380674551257,Ohio,Midwest
40,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,435.54496400601,2025-02-15,quantile,0.5,452.530527950552,16.985563944542037,0.03890908232836284,16.985563944542037,Oklahoma,South
41,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,394.2325856000793,2025-02-15,quantile,0.5,412.0748487757256,17.842263175646337,0.04514370481005896,17.842263175646337,Oregon,West
42,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,2689.6728406837424,2025-02-15,quantile,0.5,3393.984018174084,704.3111774903418,0.26176024332685693,704.3111774903418,Pennsylvania,Northeast
44,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,113.04718984130146,2025-02-15,quantile,0.5,131.87619364755324,18.829003806251777,0.16509835825374256,18.829003806251777,Rhode Island,Northeast
45,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,722.5018912747937,2025-02-15,quantile,0.5,845.6394641868915,123.13757291209777,0.17019661509817507,123.13757291209777,South Carolina,South
46,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,123.56461501612408,2025-02-15,quantile,0.5,132.47997643578418,8.915361419660101,0.07157218298716747,8.915361419660101,South Dakota,Midwest
47,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,649.2009475669208,2025-02-15,quantile,0.5,769.6720369879371,120.47108942101625,0.18528285735636668,120.47108942101625,Tennessee,South
48,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,2997.3729164719184,2025-02-15,quantile,0.5,2858.9513587327297,138.42155773918876,0.04616555765253663,-138.42155773918876,Texas,South
49,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,148.4980438571889,2025-02-15,quantile,0.5,161.57990713512538,13.081863277936492,0.08750524716185058,13.081863277936492,Utah,West
50,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,76.33614063499647,2025-02-15,quantile,0.5,88.97344833694112,12.63730770194465,0.16340752975493017,12.63730770194465,Vermont,Northeast
51,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,808.538071294975,2025-02-15,quantile,0.5,946.2877958868836,137.7497245919086,0.17015842673286222,137.7497245919086,Virginia,South
53,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,614.6090688709747,2025-02-15,quantile,0.5,630.198732418233,15.589663547258283,0.025323966678804263,15.589663547258283,Washington,West
54,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,311.7072340602604,2025-02-15,quantile,0.5,338.4524158512777,26.745181791017274,0.08552786401437495,26.745181791017274,West Virginia,South
55,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,660.496761226491,2025-02-15,quantile,0.5,786.5339006319182,126.03713940542718,0.19053326757298078,126.03713940542718,Wisconsin,Midwest
56,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,50.00491551436676,2025-02-15,quantile,0.5,58.62380353832718,8.618888023960423,0.1689815175075176,8.618888023960423,Wyoming,West
72,2025-02-15,2,2025-03-01,wk inc flu hosp,quantile,0.5,131.89704915215538,2025-02-15,quantile,0.5,137.20069264391842,5.30364349176304,0.03990791011236703,5.30364349176304,Puerto Rico,South
01,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,469.4678865755697,2025-02-15,quantile,0.5,495.46663632495074,25.998749749381034,0.05526147584401585,25.998749749381034,Alabama,South
02,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,23.220289847207233,2025-02-15,quantile,0.5,26.17436472660706,2.954074879399826,0.12196694994302272,2.954074879399826,Alaska,West
04,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,375.92115973437825,2025-02-15,quantile,0.5,418.83664925352105,42.915489519142795,0.11385800030273163,42.915489519142795,Arizona,West
05,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,351.5930222257555,2025-02-15,quantile,0.5,395.6947058331122,44.10168360735673,0.12507815194119087,44.10168360735673,Arkansas,South
06,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,2307.425654597108,2025-02-15,quantile,0.5,2600.407437570365,292.98178297325694,0.1269184400155141,292.98178297325694,California,West
08,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,384.8375289013109,2025-02-15,quantile,0.5,439.6506961687357,54.813167267424774,0.14206281961090628,54.813167267424774,Colorado,West
09,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,363.6178081263562,2025-02-15,quantile,0.5,416.42564025137955,52.80783212502337,0.14483064443940466,52.80783212502337,Connecticut,Northeast
10,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,70.05405308441418,2025-02-15,quantile,0.5,83.1257392422497,13.071686157835515,0.18396819872197848,13.071686157835515,Delaware,South
11,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,138.05294962769813,2025-02-15,quantile,0.5,159.81481070846445,21.761861080766323,0.15650053550846468,21.761861080766323,DC,South
12,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,2158.6514403762367,2025-02-15,quantile,0.5,2333.2065253033643,174.5550849271276,0.0808255821581644,174.5550849271276,Florida,South
13,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,844.6234804436925,2025-02-15,quantile,0.5,930.608269850908,85.98478940721543,0.10168212141188397,85.98478940721543,Georgia,South
15,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,64.6062626987927,2025-02-15,quantile,0.5,72.58826550667983,7.9820028078871275,0.12166525693642374,7.9820028078871275,Hawaii,West
16,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,88.12867212926149,2025-02-15,quantile,0.5,104.38874205364635,16.260069924384865,0.18243366063844438,16.260069924384865,Idaho,West
17,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1287.5586456599915,2025-02-15,quantile,0.5,1501.2168989186457,213.6582532586542,0.16581181925888971,213.6582532586542,Illinois,Midwest
18,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1028.4181288520158,2025-02-15,quantile,0.5,1169.782783191918,141.36465433990224,0.1373248152308615,141.36465433990224,Indiana,Midwest
19,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,364.4479666020346,2025-02-15,quantile,0.5,381.6488783941064,17.200911792071793,0.04706801888106614,17.200911792071793,Iowa,Midwest
20,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,276.39579942422426,2025-02-15,quantile,0.5,288.503319363052,12.10751993882775,0.0436470918592087,12.10751993882775,Kansas,Midwest
21,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,677.1416954798154,2025-02-15,quantile,0.5,748.0967210862698,70.95502560645434,0.10463156310754569,70.95502560645434,Kentucky,South
22,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,347.46017163378843,2025-02-15,quantile,0.5,372.0789725350858,24.61880090129739,0.07065025763452339,24.61880090129739,Louisiana,South
23,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,134.5583942115828,2025-02-15,quantile,0.5,171.76653575999006,37.20814154840727,0.2744805422402091,37.20814154840727,Maine,Northeast
24,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,594.0353793723931,2025-02-15,quantile,0.5,691.3052101881655,97.26983081577237,0.16346898720268807,97.26983081577237,Maryland,South
25,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,971.118575884994,2025-02-15,quantile,0.5,1166.813028779424,195.69445289443001,0.20130718386517238,195.69445289443001,Massachusetts,Northeast
26,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1146.4494625453367,2025-02-15,quantile,0.5,1381.8379290203593,235.3884664750226,0.2051405958680487,235.3884664750226,Michigan,Midwest
27,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,420.9140630151945,2025-02-15,quantile,0.5,594.4899453005575,173.57588228536298,0.41140103518927257,173.57588228536298,Minnesota,Midwest
28,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,269.6910659627238,2025-02-15,quantile,0.5,284.03405713685476,14.34299117413093,0.05298657021841299,14.34299117413093,Mississippi,South
29,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,589.2237425957437,2025-02-15,quantile,0.5,663.0409943216026,73.81725172585891,0.12506655764340854,73.81725172585891,Missouri,Midwest
30,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,118.31154273595844,2025-02-15,quantile,0.5,125.21137866754162,6.899835931583183,0.057830414169170674,6.899835931583183,Montana,West
31,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,190.79354555217895,2025-02-15,quantile,0.5,209.94161359617303,19.148068043994073,0.09983687401401466,19.148068043994073,Nebraska,Midwest
32,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,170.48299610279904,2025-02-15,quantile,0.5,177.38897763793042,6.905981535131389,0.04027210680988717,6.905981535131389,Nevada,West
33,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,112.06932921705976,2025-02-15,quantile,0.5,144.90576739052858,32.83643817346882,0.29040977248951877,32.83643817346882,New Hampshire,Northeast
34,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1149.510010285255,2025-02-15,quantile,0.5,1366.9831839022493,217.47317361699425,0.18902327808784072,217.47317361699425,New Jersey,Northeast
35,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,104.87081064140725,2025-02-15,quantile,0.5,115.52511523796454,10.654304596557296,0.1006349581344405,10.654304596557296,New Mexico,West
36,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1704.8952614843315,2025-02-15,quantile,0.5,2340.551556803796,635.6562953194643,0.3726232844836956,635.6562953194643,New York,Northeast
37,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1305.6857271467147,2025-02-15,quantile,0.5,1561.7685686814602,256.0828415347455,0.19597890771634066,256.0828415347455,North Carolina,South
38,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,89.03726880445518,2025-02-15,quantile,0.5,102.27525311412091,13.237984309665734,0.14702783064662106,13.237984309665734,North Dakota,Midwest
39,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,1698.182015911516,2025-02-15,quantile,0.5,2109.6159734637313,411.43395755221536,0.24213648314274566,411.43395755221536,Ohio,Midwest
40,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,418.9053241598872,2025-02-15,quantile,0.5,430.57193457278095,11.66661041289376,0.027783906851467952,11.66661041289376,Oklahoma,South
41,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,375.177810430106,2025-02-15,quantile,0.5,402.202596202202,27.02478577209604,0.07184045688712215,27.02478577209604,Oregon,West
42,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,2514.1403354828763,2025-02-15,quantile,0.5,3262.785005943212,748.6446704603359,0.29765522817898954,748.6446704603359,Pennsylvania,Northeast
44,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,107.92013489445571,2025-02-15,quantile,0.5,125.97299870981762,18.052863815361903,0.1657440456978431,18.052863815361903,Rhode Island,Northeast
45,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,679.1815981620628,2025-02-15,quantile,0.5,799.479779412313,120.2981812502502,0.17686185803219492,120.2981812502502,South Carolina,South
46,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,115.09363620545436,2025-02-15,quantile,0.5,124.69829258731076,9.604656381856401,0.0827319799412498,9.604656381856401,South Dakota,Midwest
47,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,623.375241976823,2025-02-15,quantile,0.5,738.1248141470559,114.74957217023291,0.18378302734574548,114.74957217023291,Tennessee,South
48,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,2804.733408863471,2025-02-15,quantile,0.5,2822.7459351498132,18.01252628634211,0.00641989942075021,18.01252628634211,Texas,South
49,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,139.10207004784547,2025-02-15,quantile,0.5,152.37517870592342,13.273108658077945,0.09473884756695686,13.273108658077945,Utah,West
50,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,71.44885486299273,2025-02-15,quantile,0.5,83.31306584502893,11.864210982036198,0.1637598137951591,11.864210982036198,Vermont,Northeast
51,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,776.9367331668574,2025-02-15,quantile,0.5,911.8791230124522,134.9423898455948,0.17346190775214543,134.9423898455948,Virginia,South
53,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,572.7537192961782,2025-02-15,quantile,0.5,620.2983557244637,47.54463642828546,0.08286593154743868,47.54463642828546,Washington,West
54,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,294.62976094070154,2025-02-15,quantile,0.5,327.31079903080666,32.68103809010512,0.11054718573026345,32.68103809010512,West Virginia,South
55,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,624.4560562593238,2025-02-15,quantile,0.5,752.9750093290057,128.51895306968197,0.2054803879241614,128.51895306968197,Wisconsin,Midwest
56,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,46.34942339773531,2025-02-15,quantile,0.5,56.31059229240677,9.96116889467146,0.21037571695430393,9.96116889467146,Wyoming,West
72,2025-02-15,3,2025-03-08,wk inc flu hosp,quantile,0.5,121.783201453919,2025-02-15,quantile,0.5,140.40489564187797,18.621694187958965,0.15166320773080474,18.621694187958965,Puerto Rico,South
