reference_date,mean_abs_diff,median_abs_diff,max_abs_diff,mean_rel_diff,std_abs_diff,q95_abs_diff,n_forecasts,mean_abs_diff_h0,mean_abs_diff_h1,mean_abs_diff_h2,mean_abs_diff_h3,mean_abs_diff_median,max_abs_diff_median,geographic_variance,max_location_diff,mean_abs_diff_h-1
2023-10-21,21.89180213084922,7.315561040953213,562.540456632707,0.3676862679447122,42.08440594793918,94.78176725274184,4784,4.1859838091135515,13.283260857781661,28.830992787885943,41.26697106861573,22.207195432389305,263.29085401517506,551.7595722302793,141.27879713775204,
2023-10-28,27.739699844824077,8.372623813027474,985.3817043930911,0.3596295048923512,61.57452610918969,111.25672956274977,4784,6.626918489689681,18.474870149754835,36.05344342361408,49.80356731623773,26.499410424391087,306.7067825431948,1448.8063772079406,209.35549925672035,
2023-11-04,35.39054991239397,8.763343257827252,1185.159802457899,0.3913997715597727,86.87875568893399,146.3250749121498,4784,7.791810769280781,22.0941531124469,46.785320227083346,64.89091554076488,32.79342580739696,509.7147244877715,2955.3370973680167,302.71073263430316,
2023-11-11,33.30780090922734,5.600470490302415,1345.2076717424925,0.27501799856081255,96.98546093770278,150.19601933497626,4784,7.012449926527944,20.018505240191438,46.01859193819033,60.181656531999636,25.696825730153453,501.8845743345066,4000.8945688366753,345.33644322420497,
2023-11-18,38.43300164329092,5.913925706847557,1117.0008231637657,116.40648489363014,93.12496936623766,183.60660970857464,4784,9.608167285953973,27.00708138396588,52.93999062472119,64.17676727852265,33.18551630745769,529.115380299817,3477.449518369582,330.47662155087744,
2023-11-25,31.634759578358562,6.856534002244704,671.6253321402921,1330.5305133470588,62.809699821581226,161.07085608212444,4784,12.196745793643421,26.448056894434288,42.16266659151247,45.73156903384408,28.7086301306323,225.33016862986074,1550.0636611417583,172.46838084861542,
2023-12-02,18.972706672959237,7.746015197257737,278.3694472631221,923.2026454379605,30.37619313360037,81.26484500892333,4784,8.843926177526951,16.173764985909038,24.3943848679785,26.478750660422467,16.92452743524382,82.17143954919425,279.6550998036947,64.21048150862644,
2023-12-09,17.89701981952335,9.674034114194548,479.7754411928713,1055.6130858835713,27.23106707769701,61.10242626708269,4784,10.025720878037871,14.643069478068163,21.70786127678259,25.21142764520476,15.371773881155109,107.70075175811849,200.49503302931836,65.82608225647175,
2023-12-16,18.944187080690423,8.041050593709464,266.1627612917521,0.11184727504521876,29.130079724284087,76.3628504731038,4784,10.153854358854176,16.844155834178036,23.724199155562918,25.05453897416656,17.853863952803508,195.415037659988,318.95226376705637,85.52725333540336,
2023-12-23,22.332087196205894,8.445445320144827,302.48984640347476,0.08859322802323998,35.64189254545304,97.44316535823143,4784,11.81172556093191,18.226351342012865,27.98320010654609,31.307071775332705,21.940781423499917,179.40723723621386,501.8907197049435,95.90429267905307,
