reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.01,26.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.025,28.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.05,37.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.1,65.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.15,98.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.2,135.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.25,176.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.3,218.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.35,267.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.4,328.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.45,392.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.5,464.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.55,552.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.6,657.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.65,786.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.7,944.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.75,1147.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.8,1408.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.85,1834.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.9,2521.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.95,3992.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.975,6218.0
2025-11-22,peak inc flu hosp,NA,NA,01,quantile,0.99,8166.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.01,2.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.025,2.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.05,2.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.1,15.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.15,22.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.2,30.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.25,38.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.3,47.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.35,55.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.4,65.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.45,79.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.5,93.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.55,109.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.6,136.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.65,182.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.7,258.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.75,381.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.8,773.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.85,1280.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.9,1985.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.95,3987.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.975,5364.0
2025-11-22,peak inc flu hosp,NA,NA,02,quantile,0.99,6985.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.01,15.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.025,15.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.05,23.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.1,61.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.15,116.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.2,160.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.25,208.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.3,263.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.35,322.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.4,386.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.45,458.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.5,550.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.55,658.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.6,777.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.65,947.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.7,1230.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.75,1660.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.8,2381.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.85,4155.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.9,8875.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.95,20626.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.975,33739.0
2025-11-22,peak inc flu hosp,NA,NA,04,quantile,0.99,50312.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.01,12.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.025,14.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.05,18.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.1,30.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.15,46.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.2,64.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.25,82.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.3,102.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.35,126.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.4,153.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.45,183.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.5,216.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.55,257.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.6,308.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.65,369.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.7,441.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.75,532.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.8,655.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.85,851.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.9,1170.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.95,1760.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.975,2549.0
2025-11-22,peak inc flu hosp,NA,NA,05,quantile,0.99,3300.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.01,146.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.025,152.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.05,194.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.1,427.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.15,773.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.2,1128.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.25,1495.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.3,1902.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.35,2335.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.4,2736.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.45,3285.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.5,3866.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.55,4521.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.6,5288.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.65,6142.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.7,7071.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.75,8344.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.8,10496.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.85,13384.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.9,17254.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.95,27200.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.975,42391.0
2025-11-22,peak inc flu hosp,NA,NA,06,quantile,0.99,55277.0
