reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.01,102.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.025,122.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.05,161.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.1,213.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.15,250.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.2,288.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.25,333.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.3,381.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.35,422.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.4,460.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.45,494.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.5,534.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.55,584.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.6,636.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.65,681.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.7,736.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.75,809.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.8,925.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.85,1055.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.9,1272.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.95,1899.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.975,3412.0
2025-12-20,peak inc flu hosp,NA,NA,01,quantile,0.99,4714.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.01,14.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.025,16.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.05,19.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.1,22.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.15,24.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.2,28.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.25,36.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.3,46.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.35,52.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.4,60.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.45,66.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.5,74.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.55,82.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.6,94.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.65,110.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.7,129.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.75,148.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.8,174.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.85,204.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.9,239.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.95,386.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.975,722.0
2025-12-20,peak inc flu hosp,NA,NA,02,quantile,0.99,855.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.01,91.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.025,132.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.05,269.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.1,392.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.15,546.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.2,678.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.25,798.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.3,931.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.35,1006.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.4,1083.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.45,1148.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.5,1218.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.55,1311.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.6,1456.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.65,1629.0
2025-12-20,peak inc flu hosp,NA,NA,04,quantile,0.7,1797.0
