reference_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.01,408.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.025,422.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.05,430.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.1,444.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.15,465.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.2,495.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.25,525.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.3,549.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.35,575.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.4,596.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.45,627.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.5,667.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.55,706.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.6,729.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.65,755.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.7,790.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.75,829.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.8,884.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.85,962.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.9,1071.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.95,1455.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.975,2252.0
2024-12-28,peak inc flu hosp,NA,NA,01,quantile,0.99,5339.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.01,23.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.025,24.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.05,25.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.1,26.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.15,27.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.2,28.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.25,30.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.3,31.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.35,33.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.4,34.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.45,35.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.5,35.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.55,36.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.6,38.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.65,39.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.7,41.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.75,43.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.8,47.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.85,50.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.9,58.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.95,80.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.975,134.0
2024-12-28,peak inc flu hosp,NA,NA,02,quantile,0.99,212.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.01,876.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.025,915.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.05,952.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.1,979.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.15,988.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.2,994.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.25,994.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.3,994.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.35,994.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.4,994.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.45,1005.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.5,1026.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.55,1071.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.6,1162.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.65,1302.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.7,1467.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.75,1562.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.8,1623.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.85,1803.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.9,2071.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.95,2876.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.975,4688.0
2024-12-28,peak inc flu hosp,NA,NA,04,quantile,0.99,9044.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.01,58.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.025,112.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.05,132.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.1,145.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.15,157.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.2,167.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.25,177.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.3,187.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.35,193.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.4,198.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.45,205.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.5,209.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.55,212.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.6,215.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.65,219.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.7,223.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.75,227.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.8,231.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.85,237.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.9,252.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.95,364.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.975,643.0
2024-12-28,peak inc flu hosp,NA,NA,05,quantile,0.99,1059.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.01,2209.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.025,2254.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.05,2301.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.1,2381.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.15,2494.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.2,2659.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.25,2810.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.3,2920.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.35,3021.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.4,3123.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.45,3259.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.5,3394.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.55,3504.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.6,3623.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.65,3790.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.7,3976.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.75,4165.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.8,4415.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.85,4764.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.9,5431.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.95,7591.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.975,11948.0
2024-12-28,peak inc flu hosp,NA,NA,06,quantile,0.99,26322.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.01,161.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.025,172.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.05,185.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.1,194.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.15,202.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.2,214.0
2024-12-28,peak inc flu hosp,NA,NA,08,quantile,0.25,226.0
