reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.01,20042.220703125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.025,20438.43935546875
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.05,20597.236328125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.1,20840.8248046875
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.15,21261.71064453125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.2,21491.42578125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.25,21699.55712890625
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.3,21984.771484375
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.35,22138.9453125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.4,22373.285546875
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.45,22663.125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.5,22771.0458984375
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.55,22923.67412109375
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.6,23045.469140625
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.65,23290.60048828125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.7,23381.5607421875
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.75,23565.02490234375
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.8,23742.3203125
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.85,24147.79140625
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.9,24331.2552734375
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.95,24855.4369140625
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.975,25317.948632812502
2023-12-30,wk inc flu hosp,0,US,2023-12-30,quantile,0.99,25715.708984375
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.01,20257.1355078125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.025,20500.10732421875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.05,20813.07421875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.1,21824.434765625
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.15,22319.32412109375
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.2,22724.794921875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.25,22902.09033203125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.3,23261.308203125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.35,23526.482421875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.4,23717.653125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.45,23927.326171875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.5,24189.4189453125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.55,24513.177734375
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.6,24784.517578125
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.65,25080.525
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.7,25231.6134765625
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.75,25654.041015625
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.8,25968.549609375
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.85,26244.516015625
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.9,26612.9857421875
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.95,27786.224707031248
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.975,28349.71977539063
2023-12-30,wk inc flu hosp,1,US,2024-01-06,quantile,0.99,29360.001074218744
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.01,19082.9676171875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.025,19517.266259765624
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.05,20193.3072265625
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.1,21291.0046875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.15,21929.27001953125
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.2,22619.957421875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.25,22994.59228515625
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.3,23322.976171875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.35,23639.02646484375
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.4,23760.821875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.45,24235.669921875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.5,24497.7607421875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.55,24989.56474609375
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.6,25284.03125
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.65,25849.83681640625
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.7,26113.469335937498
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.75,26455.73046875
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.8,26875.075
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.85,27249.709765625
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.9,27908.0189453125
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.95,29142.929785156248
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.975,30619.88740234375
2023-12-30,wk inc flu hosp,2,US,2024-01-13,quantile,0.99,32161.902792968747
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.01,17231.6834765625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.025,18191.399072265624
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.05,18927.56435546875
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.1,19770.877734375
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.15,20253.43515625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.2,21423.591015625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.25,22100.40185546875
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.3,22438.0369140625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.35,22683.16708984375
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.4,22989.9671875
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.45,23557.31640625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.5,24127.7490234375
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.55,24650.38896484375
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.6,25228.530078125
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.65,25819.00283203125
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.7,26258.3916015625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.75,26702.404296875
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.8,27294.420703125
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.85,28020.56494140625
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.9,29107.470703125
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.95,30343.9193359375
2023-12-30,wk inc flu hosp,3,US,2024-01-20,quantile,0.975,31480.930566406256
