reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.01,3510.420300292969
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.025,3887.7135986328126
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.05,3997.093505859375
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.1,4267.1669921875
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.15,4475.124365234375
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.2,4807.31494140625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.25,5077.388671875
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.3,5185.41845703125
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.35,5347.462890625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.4,5487.900976562501
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.45,5671.5517578125
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.5,5833.595703125
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.55,5887.6103515625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.6,5995.64013671875
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.65,6122.574731445312
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.7,6265.7138671875
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.75,6427.75830078125
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.8,6589.802734375
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.85,6805.86181640625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.9,7021.92041015625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.95,7354.111499023435
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.975,7886.1572265625
2025-03-29,wk inc flu hosp,0,US,2025-03-29,quantile,0.99,8157.851401367186
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.01,1294.1940234375
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.025,1673.1076416015626
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.05,1887.8165893554688
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.1,2268.62060546875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.15,2538.6943359375
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.2,2841.1772460937505
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.25,3065.338623046875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.3,3224.682250976562
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.35,3348.916015625
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.4,3510.96044921875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.45,3781.0341796875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.5,3835.04931640625
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.55,4237.458935546875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.6,4375.19677734375
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.65,4556.146337890625
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.7,4823.519482421874
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.75,4915.3447265625
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.8,5293.4482421875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.85,5563.52197265625
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.9,5779.5810546875
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.95,6268.414599609374
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.975,6595.204211425783
2025-03-29,wk inc flu hosp,1,US,2025-04-05,quantile,0.99,7563.148652343749
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.01,431.5781686401367
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.025,594.16259765625
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.05,915.5505432128908
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.1,1074.8940673828126
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.15,1296.3546142578125
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.2,1501.6108642578126
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.25,1822.9987487792969
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.3,1998.5467529296875
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.35,2106.576416015625
2025-03-29,wk inc flu hosp,2,US,2025-04-12,quantile,0.4,2322.635498046875
