reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.01,1604.1165856933594
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.025,1715.336669921875
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.05,1826.0035400390625
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.1,2047.3372802734375
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.15,2158.00439453125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.2,2268.671142578125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.25,2324.00439453125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.3,2434.67138671875
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.35,2490.0048828125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.4,2545.338134765625
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.45,2656.005126953125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.5,2711.338623046875
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.55,2822.00537109375
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.6,2877.3388671875
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.65,2932.67236328125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.7,3043.339111328125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.75,3112.5059814453125
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.8,3209.339599609375
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.85,3264.6728515625
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.9,3436.206665039062
2025-04-26,wk inc flu hosp,-1,US,2025-04-19,quantile,0.95,3652.007080078125
