reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.01,9292.5166015625
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.025,9410.6416015625
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.05,9607.5166015625
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.1,9839.830078125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.15,9916.611328125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.2,9961.892578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.25,10001.267578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.3,10040.642578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.35,10080.017578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.4,10119.392578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.45,10158.767578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.5,10158.767578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.55,10198.142578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.6,10213.892578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.65,10237.517578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.7,10276.892578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.75,10276.892578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.8,10316.267578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.85,10316.267578125
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.9,10355.6435546875
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.95,10438.331054687498
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.975,10591.8935546875
2024-03-09,wk inc flu hosp,-1,US,2024-03-02,quantile,0.99,10750.5748046875
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.01,8462.883393554688
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.025,8775.7177734375
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.05,8934.203125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.1,9371.2666015625
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.15,9568.1416015625
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.2,9646.8916015625
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.25,9794.548828125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.3,9804.392578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.35,9883.142578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.4,9922.517578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.45,10001.267578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.5,10060.330078125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.55,10080.017578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.6,10119.392578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.65,10158.767578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.7,10198.142578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.75,10207.986328125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.8,10276.892578125
2024-03-09,wk inc flu hosp,0,US,2024-03-09,quantile,0.85,10322.173974609375
