reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.01,4317.897553710937
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.025,4345.880590820312
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.05,4375.0
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.1,4428.977001953125
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.15,4460.22705078125
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.2,4511.36357421875
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.25,4545.45458984375
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.3,4630.68212890625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.35,4659.09130859375
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.4,4732.954687500001
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.45,4772.7275390625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.5,4914.7724609375
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.55,4943.181640625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.6,5000.0
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.65,5028.40869140625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.7,5085.2275390625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.75,5142.04541015625
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.8,5204.54560546875
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.85,5259.943432617188
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.9,5375.000146484374
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.95,5539.77294921875
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.975,5597.301525878906
2023-12-02,wk inc flu hosp,-1,US,2023-11-25,quantile,0.99,5625.284091796875
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.01,4174.716259765625
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.025,4232.244360351562
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.05,4289.77294921875
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.1,4400.56826171875
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.15,4573.86376953125
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.2,4715.9091796875
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.25,4801.13623046875
2023-12-02,wk inc flu hosp,0,US,2023-12-02,quantile,0.3,4886.36376953125
