"location","reference_date","horizon","target","target_end_date","output_type","output_type_id","value"
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.01",70
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.025",71
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.05",71.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.1",73.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.15",75.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.2",77.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.25",80
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.3",83
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.35",87.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.4",92
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.45",95.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.5",99
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.55",102.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.6",106
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.65",110
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.7",113.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.75",118
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.8",122
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.85",125
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.9",128.5
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.95",132
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.975",134
"01","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.99",134.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.01",38.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.025",41.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.05",45
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.1",50
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.15",56.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.2",63
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.25",69
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.3",74
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.35",79
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.4",83.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.45",88.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.5",92.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.55",95.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.6",98.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.65",102.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.7",106.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.75",110.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.8",115
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.85",121
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.9",129
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.95",139.5
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.975",146
"01","2024-02-17",1,"wk inc flu hosp","2024-02-24","quantile","0.99",151
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.01",15
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.025",22
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.05",28.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.1",34
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.15",43.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.2",50.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.25",56.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.3",63
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.35",68
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.4",74
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.45",79.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.5",84.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.55",88
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.6",92.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.65",96.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.7",101
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.75",106
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.8",112
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.85",119
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.9",127
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.95",139
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.975",148.5
"01","2024-02-17",2,"wk inc flu hosp","2024-03-02","quantile","0.99",160
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.01",3
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.025",9
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.05",15.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.1",21
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.15",31
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.2",39.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.25",47
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.3",53.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.35",60.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.4",65.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.45",71.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.5",77.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.55",81.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.6",86.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.65",91.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.7",96
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.75",102
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.8",108
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.85",116
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.9",125
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.95",138.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.975",149.5
"01","2024-02-17",3,"wk inc flu hosp","2024-03-09","quantile","0.99",161.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.01",8.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.025",8.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.05",8.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.1",8.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.15",9.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.2",9.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.25",9.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.3",10.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.35",10.5
"02","2024-02-17",0,"wk inc flu hosp","2024-02-17","quantile","0.4",10.5
