feature,importance_norm_base,importance_norm_spatial,diff,category
agg_level_national,0.0,0.0,0.0,level
agg_level_state,0.0,0.0,0.0,level
delta_xmas,0.062357101449275365,0.043175072463768116,-0.01918202898550725,other
horizon,0.046584782608695655,0.04413927536231884,-0.0024455072463768143,other
inc_trans_cs,0.052064057971014495,0.04313086956521739,-0.008933188405797106,other
inc_trans_cs_lag1,0.01523,0.007966231884057972,-0.007263768115942029,temporal_lag
inc_trans_cs_lag2,0.00943536231884058,0.005207101449275362,-0.004228260869565218,temporal_lag
inc_trans_cs_rollmean_w2,0.009333478260869565,0.004934057971014493,-0.004399420289855072,other
inc_trans_cs_rollmean_w2_lag1,0.0062024637681159425,0.0030417391304347827,-0.00316072463768116,temporal_lag
inc_trans_cs_rollmean_w2_lag2,0.00757463768115942,0.0036095652173913045,-0.003965072463768116,temporal_lag
inc_trans_cs_rollmean_w4,0.014300579710144928,0.008354057971014493,-0.005946521739130435,other
inc_trans_cs_rollmean_w4_lag1,0.012642463768115942,0.006965942028985507,-0.005676521739130435,temporal_lag
inc_trans_cs_rollmean_w4_lag2,0.030347246376811594,0.01935231884057971,-0.010994927536231883,temporal_lag
inc_trans_cs_taylor_d1_c0_w3t_sNone,0.009686521739130434,0.0053626086956521735,-0.0043239130434782605,other
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,0.005383768115942029,0.0025195652173913043,-0.002864202898550725,temporal_lag
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,0.004171014492753623,0.0020331884057971017,-0.0021378260869565216,temporal_lag
inc_trans_cs_taylor_d1_c0_w5t_sNone,0.012349710144927537,0.006250869565217391,-0.006098840579710146,other
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,0.0072107246376811596,0.003968260869565217,-0.0032424637681159425,temporal_lag
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,0.009431884057971015,0.005237246376811594,-0.004194637681159421,temporal_lag
inc_trans_cs_taylor_d1_c1_w3t_sNone,0.021255217391304346,0.012784492753623188,-0.008470724637681159,other
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,0.01163072463768116,0.005596811594202899,-0.006033913043478261,temporal_lag
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,0.0109068115942029,0.005172898550724637,-0.005733913043478262,temporal_lag
inc_trans_cs_taylor_d1_c1_w5t_sNone,0.02546159420289855,0.014147536231884058,-0.011314057971014492,other
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,0.021396811594202897,0.011087101449275362,-0.010309710144927535,temporal_lag
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,0.02933855072463768,0.015352028985507247,-0.013986521739130434,temporal_lag
inc_trans_cs_taylor_d2_c0_w4t_sNone,0.015736231884057972,0.00973623188405797,-0.006000000000000002,other
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,0.0063289855072463765,0.003022608695652174,-0.0033063768115942026,temporal_lag
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,0.0056569565217391305,0.003032463768115942,-0.0026244927536231886,temporal_lag
inc_trans_cs_taylor_d2_c0_w6t_sNone,0.014201159420289855,0.008562173913043479,-0.005638985507246376,other
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,0.007835652173913044,0.0038698550724637682,-0.003965797101449276,temporal_lag
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,0.010228260869565218,0.005573478260869565,-0.004654782608695653,temporal_lag
inc_trans_cs_taylor_d2_c1_w4t_sNone,0.02940840579710145,0.022498695652173915,-0.006909710144927535,other
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,0.014190144927536232,0.007183768115942029,-0.007006376811594203,temporal_lag
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,0.012329710144927536,0.006511594202898551,-0.005818115942028985,temporal_lag
inc_trans_cs_taylor_d2_c1_w6t_sNone,0.01993449275362319,0.012836086956521739,-0.007098405797101451,other
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,0.012784347826086957,0.006024347826086957,-0.00676,temporal_lag
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,0.015226521739130435,0.007890869565217392,-0.0073356521739130435,temporal_lag
inc_trans_cs_taylor_d2_c2_w4t_sNone,0.01913942028985507,0.01007536231884058,-0.009064057971014491,other
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,0.014662173913043478,0.007065797101449276,-0.007596376811594203,temporal_lag
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,0.014421014492753624,0.006929855072463768,-0.007491159420289856,temporal_lag
inc_trans_cs_taylor_d2_c2_w6t_sNone,0.019384202898550723,0.011873623188405798,-0.007510579710144925,other
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,0.017144057971014492,0.008388260869565218,-0.008755797101449274,temporal_lag
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,0.026814057971014493,0.01388072463768116,-0.012933333333333333,temporal_lag
inc_trans_cs_wave_E,0.0,0.013530144927536233,0.013530144927536233,spatial_wave_E
inc_trans_cs_wave_E_lag1,0.0,0.00985231884057971,0.00985231884057971,spatial_wave_E
inc_trans_cs_wave_E_lag2,0.0,0.01011072463768116,0.01011072463768116,spatial_wave_E
inc_trans_cs_wave_E_velocity,0.0,0.009318985507246377,0.009318985507246377,spatial_velocity
inc_trans_cs_wave_N,0.0,0.010616086956521739,0.010616086956521739,spatial_wave_N
inc_trans_cs_wave_NE,0.0,0.012986521739130435,0.012986521739130435,spatial_wave_N
inc_trans_cs_wave_NE_lag1,0.0,0.008437101449275362,0.008437101449275362,spatial_wave_N
inc_trans_cs_wave_NE_lag2,0.0,0.011644202898550724,0.011644202898550724,spatial_wave_N
inc_trans_cs_wave_NE_velocity,0.0,0.01031159420289855,0.01031159420289855,spatial_velocity
inc_trans_cs_wave_NW,0.0,0.010830144927536232,0.010830144927536232,spatial_wave_N
inc_trans_cs_wave_NW_lag1,0.0,0.007722028985507247,0.007722028985507247,spatial_wave_N
inc_trans_cs_wave_NW_lag2,0.0,0.009666666666666667,0.009666666666666667,spatial_wave_N
inc_trans_cs_wave_NW_velocity,0.0,0.00840072463768116,0.00840072463768116,spatial_velocity
inc_trans_cs_wave_N_lag1,0.0,0.007865507246376812,0.007865507246376812,spatial_wave_N
inc_trans_cs_wave_N_lag2,0.0,0.009388985507246378,0.009388985507246378,spatial_wave_N
inc_trans_cs_wave_N_velocity,0.0,0.0074602898550724635,0.0074602898550724635,spatial_velocity
inc_trans_cs_wave_S,0.0,0.011967971014492753,0.011967971014492753,spatial_wave_S
inc_trans_cs_wave_SE,0.0,0.013226666666666666,0.013226666666666666,spatial_wave_SE
inc_trans_cs_wave_SE_lag1,0.0,0.007136666666666667,0.007136666666666667,spatial_wave_SE
inc_trans_cs_wave_SE_lag2,0.0,0.007722608695652174,0.007722608695652174,spatial_wave_SE
inc_trans_cs_wave_SE_velocity,0.0,0.007520724637681159,0.007520724637681159,spatial_velocity
inc_trans_cs_wave_SW,0.0,0.01691855072463768,0.01691855072463768,spatial_wave_S
inc_trans_cs_wave_SW_lag1,0.0,0.00954768115942029,0.00954768115942029,spatial_wave_S
inc_trans_cs_wave_SW_lag2,0.0,0.010564057971014493,0.010564057971014493,spatial_wave_S
inc_trans_cs_wave_SW_velocity,0.0,0.009957391304347826,0.009957391304347826,spatial_velocity
inc_trans_cs_wave_S_lag1,0.0,0.007239130434782609,0.007239130434782609,spatial_wave_S
inc_trans_cs_wave_S_lag2,0.0,0.007637101449275362,0.007637101449275362,spatial_wave_S
inc_trans_cs_wave_S_velocity,0.0,0.008580579710144927,0.008580579710144927,spatial_velocity
inc_trans_cs_wave_W,0.0,0.017384057971014492,0.017384057971014492,spatial_wave_W
inc_trans_cs_wave_W_lag1,0.0,0.010345217391304349,0.010345217391304349,spatial_wave_W
inc_trans_cs_wave_W_lag2,0.0,0.012582753623188406,0.012582753623188406,spatial_wave_W
inc_trans_cs_wave_W_velocity,0.0,0.012571304347826088,0.012571304347826088,spatial_velocity
inc_trans_cs_wave_avg,0.0,0.026293333333333332,0.026293333333333332,spatial_wave_other
inc_trans_cs_wave_avg_lag1,0.0,0.012171594202898551,0.012171594202898551,spatial_wave_other
inc_trans_cs_wave_avg_lag2,0.0,0.01590913043478261,0.01590913043478261,spatial_wave_other
inc_trans_cs_wave_avg_velocity,0.0,0.018431159420289854,0.018431159420289854,spatial_velocity
location_01,0.0010897101449275361,0.0003989855072463768,-0.0006907246376811594,other
location_02,0.0014834782608695652,0.0003255072463768116,-0.0011579710144927536,other
location_04,0.0019931884057971016,0.0008715942028985508,-0.0011215942028985509,other
location_05,0.0014528985507246378,0.0005792753623188406,-0.0008736231884057972,other
location_06,0.0015146376811594202,2.898550724637681e-06,-0.0015117391304347826,other
location_08,0.002048695652173913,0.0006943478260869565,-0.0013543478260869565,other
location_09,0.0026778260869565217,0.0019721739130434783,-0.0007056521739130434,other
location_10,0.0028382608695652176,0.0022434782608695652,-0.0005947826086956523,other
location_11,0.0027431884057971014,0.0019408695652173914,-0.00080231884057971,other
location_12,0.0008075362318840579,0.000353768115942029,-0.00045376811594202894,other
location_13,0.002537536231884058,0.0011873913043478261,-0.0013501449275362318,other
location_15,0.001166231884057971,0.00013246376811594204,-0.001033768115942029,other
location_16,0.0016894202898550725,0.0006972463768115942,-0.0009921739130434783,other
location_17,0.0006969565217391304,0.0005269565217391304,-0.00017,other
location_18,0.000743768115942029,0.0003110144927536232,-0.0004327536231884058,other
location_19,0.0027107246376811595,0.0018227536231884057,-0.0008879710144927538,other
location_20,0.0005042028985507246,0.00014652173913043477,-0.0003576811594202899,other
location_21,0.0022381159420289854,0.0007892753623188406,-0.0014488405797101448,other
location_22,0.002133913043478261,0.0007881159420289855,-0.0013457971014492753,other
location_23,0.0006288405797101449,0.00019115942028985507,-0.0004376811594202898,other
location_24,0.0019571014492753623,0.000966231884057971,-0.0009908695652173912,other
location_25,0.001148695652173913,0.0004798550724637681,-0.000668840579710145,other
location_26,0.0016707246376811593,0.0007111594202898551,-0.0009595652173913043,other
location_27,0.0010453623188405798,0.0006479710144927536,-0.0003973913043478262,other
location_28,0.002150289855072464,0.001229855072463768,-0.0009204347826086959,other
location_29,0.0019843478260869567,0.0009020289855072464,-0.0010823188405797103,other
location_30,0.003104782608695652,0.001203623188405797,-0.001901159420289855,other
location_31,0.0012995652173913043,0.0007246376811594203,-0.000574927536231884,other
location_32,0.0012253623188405796,0.000306231884057971,-0.0009191304347826086,other
location_33,0.0014044927536231884,0.0009142028985507246,-0.0004902898550724638,other
location_34,0.0013804347826086956,0.0009910144927536232,-0.00038942028985507237,other
location_35,0.0013286956521739131,0.0005056521739130435,-0.0008230434782608697,other
location_36,0.0014334782608695653,0.0003934782608695652,-0.0010400000000000001,other
location_37,0.0012001449275362318,0.0008473913043478261,-0.00035275362318840575,other
location_38,0.0014888405797101449,0.0005710144927536232,-0.0009178260869565217,other
location_39,0.0008963768115942029,0.00035594202898550723,-0.0005404347826086957,other
location_40,0.0018743478260869566,0.0009153623188405797,-0.0009589855072463769,other
location_41,0.0019572463768115942,0.00025956521739130435,-0.0016976811594202898,other
location_42,0.0003139130434782609,0.00018579710144927536,-0.00012811594202898554,other
location_44,0.0015272463768115942,0.0010628985507246376,-0.0004643478260869566,other
location_45,0.00173768115942029,0.0007715942028985507,-0.0009660869565217392,other
location_46,0.0011453623188405796,0.0005431884057971014,-0.0006021739130434782,other
location_47,0.0013804347826086956,0.0007965217391304348,-0.0005839130434782607,other
location_48,0.0005676811594202899,0.0001872463768115942,-0.0003804347826086957,other
location_49,0.001339855072463768,0.000865072463768116,-0.00047478260869565213,other
location_50,0.0009831884057971015,0.00031840579710144926,-0.0006647826086956523,other
location_51,0.0019656521739130433,0.0012421739130434783,-0.0007234782608695649,other
location_53,0.0020117391304347826,0.00033869565217391304,-0.0016730434782608696,other
location_54,0.0009081159420289856,0.0004155072463768116,-0.000492608695652174,other
location_55,0.0019476811594202898,0.0007297101449275363,-0.0012179710144927536,other
location_56,3.1159420289855074e-05,1.173913043478261e-05,-1.9420289855072467e-05,other
location_72,0.003855072463768116,0.0002518840579710145,-0.0036031884057971014,other
location_US,0.0,0.0,0.0,other
log_pop,0.07526260869565217,0.033636956521739134,-0.041625652173913036,other
season_week,0.08900188405797102,0.058853333333333334,-0.030148550724637686,other
source_flusurvnet,0.015747101449275363,0.013125942028985507,-0.0026211594202898564,data_source
source_ilinet,0.019928695652173912,0.015038115942028986,-0.004890579710144926,data_source
source_nhsn,0.008374202898550724,0.006529855072463768,-0.0018443478260869563,data_source
