location,reference_date_base,horizon,target_end_date,target,output_type_base,output_type_id_base,value_base,reference_date_spatial,output_type_spatial,output_type_id_spatial,value_spatial,abs_diff,rel_diff,diff,state_name,region
24,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,105.00716892073352,2024-12-21,quantile,0.5,108.42333607054812,3.416167149814598,0.032225812504897894,3.416167149814598,Maryland,South
25,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,185.47923922120555,2024-12-21,quantile,0.5,205.5965399948898,20.117300773684264,0.1078795733921925,20.117300773684264,Massachusetts,Northeast
26,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,242.42839838684236,2024-12-21,quantile,0.5,260.02235782666946,17.593959439827103,0.07227570635315851,17.593959439827103,Michigan,Midwest
27,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,157.36103057149697,2024-12-21,quantile,0.5,151.59244486440946,5.76858570708751,0.036426800749336526,-5.76858570708751,Minnesota,Midwest
28,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,74.10168739739447,2024-12-21,quantile,0.5,85.77757741433851,11.675890016944038,0.15546774542044595,11.675890016944038,Mississippi,South
29,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,117.47853384966236,2024-12-21,quantile,0.5,138.5941402965765,21.115606446914157,0.17822305662313304,21.115606446914157,Missouri,Midwest
30,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,8.88696914124594,2024-12-21,quantile,0.5,14.340748658205248,5.453779516959308,0.5516128794422465,5.453779516959308,Montana,West
31,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,24.79127999763065,2024-12-21,quantile,0.5,30.311540618799235,5.520260621168585,0.21403593081365918,5.520260621168585,Nebraska,Midwest
32,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,111.83387185257628,2024-12-21,quantile,0.5,116.11074362042314,4.276871767846856,0.03790414790901465,4.276871767846856,Nevada,West
33,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,26.75193880900271,2024-12-21,quantile,0.5,30.14562859488817,3.39368978588546,0.12228658362364757,3.39368978588546,New Hampshire,Northeast
34,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,250.8504253473804,2024-12-21,quantile,0.5,273.84730673490503,22.99688138752464,0.09131166388067345,22.99688138752464,New Jersey,Northeast
35,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,132.84476932832857,2024-12-21,quantile,0.5,143.46486356799616,10.620094239667594,0.07934635244217815,10.620094239667594,New Mexico,West
36,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,584.4467834041443,2024-12-21,quantile,0.5,625.6375568705114,41.19077346636709,0.07035784401591352,41.19077346636709,New York,Northeast
37,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,222.267800373764,2024-12-21,quantile,0.5,247.2961777615108,25.028377387746787,0.11210025514582822,25.028377387746787,North Carolina,South
38,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,1.8778389955656387,2024-12-21,quantile,0.5,3.583778937085027,1.7059399415193883,0.5927850530026216,1.7059399415193883,North Dakota,Midwest
39,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,217.34644790270357,2024-12-21,quantile,0.5,252.95328012909363,35.606832226390054,0.16307493237653523,35.606832226390054,Ohio,Midwest
40,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,78.8772990383516,2024-12-21,quantile,0.5,94.96175143468544,16.084452396333845,0.20136450017684243,16.084452396333845,Oklahoma,South
41,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,239.04390112996248,2024-12-21,quantile,0.5,257.1172968331724,18.07339570320994,0.07529204290603826,18.07339570320994,Oregon,West
42,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,345.6131707666076,2024-12-21,quantile,0.5,413.06906644564026,67.45589567903266,0.19461434639035738,67.45589567903266,Pennsylvania,Northeast
44,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,34.48188479085226,2024-12-21,quantile,0.5,34.4272315659081,0.05465322494416114,0.0015403134660493436,-0.05465322494416114,Rhode Island,Northeast
45,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,84.93197732175321,2024-12-21,quantile,0.5,107.62166878952966,22.689691467776456,0.26404246911274887,22.689691467776456,South Carolina,South
46,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,9.567678900049271,2024-12-21,quantile,0.5,14.612894048982833,5.045215148933561,0.47741942167735985,5.045215148933561,South Dakota,Midwest
47,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,236.05839439780783,2024-12-21,quantile,0.5,274.6873854978598,38.62899110005196,0.1629513740619901,38.62899110005196,Tennessee,South
48,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,914.5921974520676,2024-12-21,quantile,0.5,980.590311971083,65.99811451901542,0.07208243440985691,65.99811451901542,Texas,South
49,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,94.74775771078936,2024-12-21,quantile,0.5,98.5378057735573,3.790048062767937,0.03958367436881349,3.790048062767937,Utah,West
50,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,7.024157968606036,2024-12-21,quantile,0.5,10.32890263428204,3.3047446656760036,0.4118494025922207,3.3047446656760036,Vermont,Northeast
51,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,169.959634381236,2024-12-21,quantile,0.5,194.31333841484107,24.353704033605084,0.1424529487428412,24.353704033605084,Virginia,South
53,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,246.5141336441396,2024-12-21,quantile,0.5,275.1981060647062,28.68397242056662,0.11588822019273715,28.68397242056662,Washington,West
54,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,28.16431523053403,2024-12-21,quantile,0.5,39.441148995931705,11.276833765397676,0.3866654737564769,11.276833765397676,West Virginia,South
55,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,89.82119695960223,2024-12-21,quantile,0.5,106.98742893810754,17.16623197850531,0.18901129420415966,17.16623197850531,Wisconsin,Midwest
56,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,29.000566595493083,2024-12-21,quantile,0.5,38.13776219477088,9.137195599277796,0.304567434424737,9.137195599277796,Wyoming,West
72,2024-12-21,0,2024-12-21,wk inc flu hosp,quantile,0.5,323.27192772110004,2024-12-21,quantile,0.5,329.7359609053061,6.464033184206073,0.01993398944408676,6.464033184206073,Puerto Rico,South
01,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,279.60468931425197,2024-12-21,quantile,0.5,318.3479717182814,38.74328240402946,0.1380706876236144,38.74328240402946,Alabama,South
02,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,33.11489328441077,2024-12-21,quantile,0.5,25.38866271114218,7.726230573268587,0.22647676218290227,-7.726230573268587,Alaska,West
04,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,791.1792113107908,2024-12-21,quantile,0.5,957.9005257443048,166.72131443351395,0.210459088111699,166.72131443351395,Arizona,West
05,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,62.90959700763807,2024-12-21,quantile,0.5,105.67475855223242,42.76516154459435,0.6691508560049804,42.76516154459435,Arkansas,South
06,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,1587.0842224343958,2024-12-21,quantile,0.5,1821.5190040096963,234.43478157530058,0.14762112630017338,234.43478157530058,California,West
08,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,212.0402119795042,2024-12-21,quantile,0.5,249.82804136696456,37.78782938746036,0.1773741634799715,37.78782938746036,Colorado,West
09,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,45.32548929377401,2024-12-21,quantile,0.5,75.14863899023614,29.823149696462124,0.6437740896234906,29.823149696462124,Connecticut,Northeast
10,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,25.581167427807575,2024-12-21,quantile,0.5,31.383763458657786,5.802596030850211,0.2182972605176059,5.802596030850211,Delaware,South
11,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,9.033680537429534,2024-12-21,quantile,0.5,14.734483106804674,5.70080256937514,0.5681666411551501,5.70080256937514,DC,South
12,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,1163.4566532915512,2024-12-21,quantile,0.5,1319.3775362575134,155.92088296596216,0.13390011772891938,155.92088296596216,Florida,South
13,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,319.94884324378086,2024-12-21,quantile,0.5,401.367633726942,81.41879048316116,0.2536815202705637,81.41879048316116,Georgia,South
15,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,40.0252178221682,2024-12-21,quantile,0.5,32.269497872053776,7.755719950114425,0.18904762392080657,-7.755719950114425,Hawaii,West
16,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,115.39200876972237,2024-12-21,quantile,0.5,139.89229760750868,24.500288837786314,0.2104980324401764,24.500288837786314,Idaho,West
17,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,371.86074470691256,2024-12-21,quantile,0.5,440.5606507883829,68.69990608147032,0.18425084178671564,68.69990608147032,Illinois,Midwest
18,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,244.6051239056988,2024-12-21,quantile,0.5,324.07427656147854,79.46915265577974,0.3235647179995002,79.46915265577974,Indiana,Midwest
19,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,42.42254866885245,2024-12-21,quantile,0.5,71.9442813470923,29.52173267823985,0.6798710251527951,29.52173267823985,Iowa,Midwest
20,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,128.584296056193,2024-12-21,quantile,0.5,153.86468645150364,25.280390395310633,0.1950883800329326,25.280390395310633,Kansas,Midwest
21,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,135.7638755920464,2024-12-21,quantile,0.5,177.0979068162683,41.33403122422192,0.30222915989539073,41.33403122422192,Kentucky,South
22,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,304.88604588373283,2024-12-21,quantile,0.5,341.7608207921908,36.874774908457994,0.12055069332085218,36.874774908457994,Louisiana,South
23,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,7.554740119732,2024-12-21,quantile,0.5,14.768403179128384,7.213663059396384,0.8432357919041463,7.213663059396384,Maine,Northeast
24,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,131.53834964539712,2024-12-21,quantile,0.5,157.95334595024357,26.414996304846454,0.19930077879737512,26.414996304846454,Maryland,South
25,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,230.34779407703024,2024-12-21,quantile,0.5,289.25494187314956,58.90714779611932,0.2546259324889237,58.90714779611932,Massachusetts,Northeast
26,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,299.73779937226215,2024-12-21,quantile,0.5,372.06185197464936,72.32405260238721,0.24048873388496922,72.32405260238721,Michigan,Midwest
27,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,186.7256893442628,2024-12-21,quantile,0.5,203.41234315022436,16.686653805961555,0.08888849397356881,16.686653805961555,Minnesota,Midwest
28,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,90.4369430349546,2024-12-21,quantile,0.5,119.9112656325666,29.474322597612,0.32234588798910885,29.474322597612,Mississippi,South
29,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,146.28121473405858,2024-12-21,quantile,0.5,197.74590967015817,51.46469493609959,0.3494314942270669,51.46469493609959,Missouri,Midwest
30,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,10.958557075628605,2024-12-21,quantile,0.5,22.493185707704814,11.53462863207621,0.9645502010927091,11.53462863207621,Montana,West
31,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,30.896376777583665,2024-12-21,quantile,0.5,44.42003546825977,13.523658690676104,0.4239873006573068,13.523658690676104,Nebraska,Midwest
32,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,124.75779548317556,2024-12-21,quantile,0.5,144.49171750455807,19.73392202138251,0.15692006961129185,19.73392202138251,Nevada,West
33,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,29.908057906870464,2024-12-21,quantile,0.5,40.10895860668251,10.200900699812049,0.33004017044838396,10.200900699812049,New Hampshire,Northeast
34,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,309.10255522305124,2024-12-21,quantile,0.5,380.2716878624185,71.16913263936726,0.2295019226403232,71.16913263936726,New Jersey,Northeast
35,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,154.41894991380946,2024-12-21,quantile,0.5,180.31599725684535,25.897047343035894,0.16662734729193315,25.897047343035894,New Mexico,West
36,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,717.8341657098932,2024-12-21,quantile,0.5,863.7820974612755,145.94793175138227,0.20303421667117014,145.94793175138227,New York,Northeast
37,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,272.3802714286331,2024-12-21,quantile,0.5,343.44464290805047,71.06437147941739,0.25994696364901737,71.06437147941739,North Carolina,South
38,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,2.7829475238049053,2024-12-21,quantile,0.5,6.522919974011307,3.739972450206402,0.988639791240012,3.739972450206402,North Dakota,Midwest
39,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,274.11030855591804,2024-12-21,quantile,0.5,370.6401344979008,96.52982594198278,0.3508768044668251,96.52982594198278,Ohio,Midwest
40,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,103.28108069266544,2024-12-21,quantile,0.5,145.19147552654783,41.91039483388239,0.4018983554399445,41.91039483388239,Oklahoma,South
41,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,251.08677142223988,2024-12-21,quantile,0.5,294.5984754453412,43.511704023101316,0.17260605853141003,43.511704023101316,Oregon,West
42,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,407.53001473497704,2024-12-21,quantile,0.5,567.1613654772291,159.63135074225204,0.390745710191719,159.63135074225204,Pennsylvania,Northeast
44,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,39.849866763027435,2024-12-21,quantile,0.5,45.84469522301813,5.994828459990693,0.14675270533358303,5.994828459990693,Rhode Island,Northeast
45,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,106.62471495408737,2024-12-21,quantile,0.5,155.91419081982335,49.28947586573598,0.4579754370245054,49.28947586573598,South Carolina,South
46,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,11.634502416773362,2024-12-21,quantile,0.5,22.413776275639076,10.779273858865714,0.8531617236113173,10.779273858865714,South Dakota,Midwest
47,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,269.929950271958,2024-12-21,quantile,0.5,357.0749455996411,87.14499532768315,0.32165139084921207,87.14499532768315,Tennessee,South
48,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,1111.4447006522742,2024-12-21,quantile,0.5,1322.5539068282585,211.10920617598435,0.18977051717914784,211.10920617598435,Texas,South
49,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,94.62408833503451,2024-12-21,quantile,0.5,110.50922745173192,15.885139116697403,0.16612068562725785,15.885139116697403,Utah,West
50,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,8.326214875028741,2024-12-21,quantile,0.5,15.120065376759964,6.793850501731223,0.7284681505593431,6.793850501731223,Vermont,Northeast
51,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,209.2182109440726,2024-12-21,quantile,0.5,279.31377504879555,70.09556410472294,0.33344192108728143,70.09556410472294,Virginia,South
53,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,295.414680628703,2024-12-21,quantile,0.5,354.4725333304023,59.05785270169929,0.19924064684122963,59.05785270169929,Washington,West
54,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,35.28027259958267,2024-12-21,quantile,0.5,60.30700833134012,25.026735731757448,0.6898166396920988,25.026735731757448,West Virginia,South
55,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,114.22131128494117,2024-12-21,quantile,0.5,159.8473970227645,45.626085737823345,0.39598651698200593,45.626085737823345,Wisconsin,Midwest
56,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,31.391525732277227,2024-12-21,quantile,0.5,48.67960578278737,17.288080050510143,0.5337223134655575,17.288080050510143,Wyoming,West
72,2024-12-21,1,2024-12-28,wk inc flu hosp,quantile,0.5,287.98214176603847,2024-12-21,quantile,0.5,304.27892022867456,16.296778462636098,0.056393721643291234,16.296778462636098,Puerto Rico,South
01,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,295.7997329416062,2024-12-21,quantile,0.5,338.3650061840016,42.56527324239539,0.14341412244723917,42.56527324239539,Alabama,South
02,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,35.17755139186474,2024-12-21,quantile,0.5,26.890268882868344,8.287282508996395,0.22907251016606833,-8.287282508996395,Alaska,West
04,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,633.5060148931807,2024-12-21,quantile,0.5,822.2883174715097,188.782302578329,0.2975264192099275,188.782302578329,Arizona,West
05,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,75.11587486898021,2024-12-21,quantile,0.5,134.01970549356952,58.903830624589304,0.773870506329746,58.903830624589304,Arkansas,South
06,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,1472.0392051164204,2024-12-21,quantile,0.5,1741.4348222129613,269.39561709654095,0.18288421391693338,269.39561709654095,California,West
08,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,227.91452280515333,2024-12-21,quantile,0.5,276.81078441423426,48.89626160908094,0.21360052219447995,48.89626160908094,Colorado,West
09,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,58.67807544570492,2024-12-21,quantile,0.5,98.4199813377724,39.74190589206748,0.6659381287894353,39.74190589206748,Connecticut,Northeast
10,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,28.48867496631613,2024-12-21,quantile,0.5,36.72542914699047,8.236754180674343,0.2793192366250059,8.236754180674343,Delaware,South
11,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,10.621330726457211,2024-12-21,quantile,0.5,18.29389689507577,7.672566168618557,0.6602140795417804,7.672566168618557,DC,South
12,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,1207.0071510175735,2024-12-21,quantile,0.5,1386.0966930802238,179.08954206265025,0.14825205456092946,179.08954206265025,Florida,South
13,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,362.6154800998345,2024-12-21,quantile,0.5,473.6919892316887,111.07650913185421,0.3054779436270342,111.07650913185421,Georgia,South
15,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,41.18735843773769,2024-12-21,quantile,0.5,32.69770028045792,8.48965815727977,0.20123701676674663,-8.48965815727977,Hawaii,West
16,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,106.90103396119424,2024-12-21,quantile,0.5,134.90972256602424,28.00868860483,0.25957757378769053,28.00868860483,Idaho,West
17,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,415.368896384443,2024-12-21,quantile,0.5,509.81418920113,94.44529281668696,0.2268308070963193,94.44529281668696,Illinois,Midwest
18,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,283.72794195935955,2024-12-21,quantile,0.5,398.0026509042788,114.27470894491927,0.4013470127256783,114.27470894491927,Indiana,Midwest
19,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,53.418404756265815,2024-12-21,quantile,0.5,93.86514070422388,40.44673594795806,0.7432547155528473,40.44673594795806,Iowa,Midwest
20,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,142.7058504126782,2024-12-21,quantile,0.5,173.78160584335018,31.07575543067199,0.21624558319255727,31.07575543067199,Kansas,Midwest
21,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,157.82062598426862,2024-12-21,quantile,0.5,216.7054551878067,58.88482920353809,0.37076310988328876,58.88482920353809,Kentucky,South
22,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,287.5605970508598,2024-12-21,quantile,0.5,344.63402710345656,57.073430052596734,0.19778663696948665,57.073430052596734,Louisiana,South
23,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,10.144832740514907,2024-12-21,quantile,0.5,20.677809492037877,10.53297675152297,0.945099580833757,10.53297675152297,Maine,Northeast
24,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,154.6998901082942,2024-12-21,quantile,0.5,198.4619361558796,43.762046047585414,0.2810666469780263,43.762046047585414,Maryland,South
25,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,268.16385095952137,2024-12-21,quantile,0.5,348.25630520816657,80.0924542486452,0.29756021829502666,80.0924542486452,Massachusetts,Northeast
26,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,344.0983018890008,2024-12-21,quantile,0.5,449.6645028460523,105.56620095705148,0.3059018267525591,105.56620095705148,Michigan,Midwest
27,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,205.7604775193,2024-12-21,quantile,0.5,232.4372193003905,26.6767417810905,0.12902244230210952,26.6767417810905,Minnesota,Midwest
28,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,103.977211187223,2024-12-21,quantile,0.5,141.4391731463253,37.46196195910228,0.35685804123992443,37.46196195910228,Mississippi,South
29,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,173.25414250301156,2024-12-21,quantile,0.5,247.6239810179191,74.36983851490754,0.4267895009360953,74.36983851490754,Missouri,Midwest
30,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,13.390601482439155,2024-12-21,quantile,0.5,28.60195627531431,15.211354792875156,1.0570339823139128,15.211354792875156,Montana,West
31,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,37.11370067768588,2024-12-21,quantile,0.5,54.84316260992595,17.72946193224007,0.46517293301356055,17.72946193224007,Nebraska,Midwest
32,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,129.09598240929083,2024-12-21,quantile,0.5,149.50756721788406,20.411584808593233,0.15689635014536418,20.411584808593233,Nevada,West
33,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,31.39936845909016,2024-12-21,quantile,0.5,44.80362779222532,13.404259333135162,0.41371977204001287,13.404259333135162,New Hampshire,Northeast
34,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,354.98725874977134,2024-12-21,quantile,0.5,453.515812032047,98.52855328227565,0.276775504910789,98.52855328227565,New Jersey,Northeast
35,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,162.883670807216,2024-12-21,quantile,0.5,194.7763146576145,31.892643850398514,0.19460537888436316,31.892643850398514,New Mexico,West
36,2024-12-21,2,2025-01-04,wk inc flu hosp,quantile,0.5,814.7150761793357,2024-12-21,quantile,0.5,1006.8239636348536,192.1088874555179,0.23550979142781295,192.1088874555179,New York,Northeast
