feat,importance,b,q_level
location_26,7,0,0.01
location_27,4,0,0.01
location_28,0,0,0.01
location_29,11,0,0.01
location_30,7,0,0.01
location_31,5,0,0.01
location_32,1,0,0.01
location_33,14,0,0.01
location_34,2,0,0.01
location_35,3,0,0.01
location_36,10,0,0.01
location_37,1,0,0.01
location_38,3,0,0.01
location_39,2,0,0.01
location_40,0,0,0.01
location_41,2,0,0.01
location_42,4,0,0.01
location_44,1,0,0.01
location_45,5,0,0.01
location_46,2,0,0.01
location_47,13,0,0.01
location_48,0,0,0.01
location_49,4,0,0.01
location_50,0,0,0.01
location_51,0,0,0.01
location_53,3,0,0.01
location_54,0,0,0.01
location_55,6,0,0.01
location_56,0,0,0.01
location_72,3,0,0.01
delta_xmas,73,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone,35,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone,55,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone,34,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone,22,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone,42,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone,22,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone,24,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone,38,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone,22,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone,40,0,0.01
inc_trans_cs_rollmean_w2,17,0,0.01
inc_trans_cs_rollmean_w4,35,0,0.01
inc_trans_cs_lag1,20,0,0.01
inc_trans_cs_lag2,23,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,8,0,0.01
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,9,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,28,0,0.01
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,26,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,21,0,0.01
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,26,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,19,0,0.01
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,15,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,18,0,0.01
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,30,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,35,0,0.01
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,71,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,5,0,0.01
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,8,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,17,0,0.01
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,16,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,15,0,0.01
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,17,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,28,0,0.01
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,39,0,0.01
inc_trans_cs_rollmean_w2_lag1,6,0,0.01
inc_trans_cs_rollmean_w2_lag2,11,0,0.01
inc_trans_cs_rollmean_w4_lag1,25,0,0.01
inc_trans_cs_rollmean_w4_lag2,40,0,0.01
horizon,121,0,0.01
inc_trans_cs,111,0,0.025
season_week,177,0,0.025
log_pop,107,0,0.025
inc_trans_cs_wave_N,40,0,0.025
inc_trans_cs_wave_NE,34,0,0.025
inc_trans_cs_wave_E,54,0,0.025
inc_trans_cs_wave_SE,40,0,0.025
inc_trans_cs_wave_S,22,0,0.025
inc_trans_cs_wave_SW,38,0,0.025
inc_trans_cs_wave_W,43,0,0.025
inc_trans_cs_wave_NW,49,0,0.025
inc_trans_cs_wave_avg,48,0,0.025
inc_trans_cs_wave_N_lag1,20,0,0.025
inc_trans_cs_wave_N_lag2,33,0,0.025
inc_trans_cs_wave_NE_lag1,29,0,0.025
inc_trans_cs_wave_NE_lag2,53,0,0.025
inc_trans_cs_wave_E_lag1,36,0,0.025
inc_trans_cs_wave_E_lag2,29,0,0.025
inc_trans_cs_wave_SE_lag1,26,0,0.025
inc_trans_cs_wave_SE_lag2,36,0,0.025
inc_trans_cs_wave_S_lag1,14,0,0.025
inc_trans_cs_wave_S_lag2,33,0,0.025
inc_trans_cs_wave_SW_lag1,30,0,0.025
inc_trans_cs_wave_SW_lag2,24,0,0.025
inc_trans_cs_wave_W_lag1,40,0,0.025
inc_trans_cs_wave_W_lag2,34,0,0.025
inc_trans_cs_wave_NW_lag1,24,0,0.025
inc_trans_cs_wave_NW_lag2,30,0,0.025
inc_trans_cs_wave_avg_lag1,41,0,0.025
inc_trans_cs_wave_avg_lag2,46,0,0.025
inc_trans_cs_wave_N_velocity,33,0,0.025
inc_trans_cs_wave_NE_velocity,31,0,0.025
inc_trans_cs_wave_E_velocity,29,0,0.025
inc_trans_cs_wave_SE_velocity,18,0,0.025
inc_trans_cs_wave_S_velocity,23,0,0.025
inc_trans_cs_wave_SW_velocity,29,0,0.025
inc_trans_cs_wave_W_velocity,25,0,0.025
inc_trans_cs_wave_NW_velocity,30,0,0.025
inc_trans_cs_wave_avg_velocity,39,0,0.025
source_flusurvnet,43,0,0.025
source_ilinet,28,0,0.025
source_nhsn,23,0,0.025
agg_level_state,0,0,0.025
location_01,0,0,0.025
location_02,0,0,0.025
location_04,2,0,0.025
location_05,0,0,0.025
location_06,0,0,0.025
location_08,0,0,0.025
location_09,13,0,0.025
location_10,16,0,0.025
location_11,0,0,0.025
location_12,4,0,0.025
location_13,15,0,0.025
location_15,1,0,0.025
location_16,3,0,0.025
location_17,0,0,0.025
location_18,0,0,0.025
location_19,16,0,0.025
location_20,0,0,0.025
location_21,0,0,0.025
location_22,4,0,0.025
location_23,0,0,0.025
location_24,2,0,0.025
location_25,4,0,0.025
location_26,3,0,0.025
location_27,2,0,0.025
location_28,1,0,0.025
location_29,9,0,0.025
location_30,9,0,0.025
location_31,5,0,0.025
location_32,1,0,0.025
location_33,13,0,0.025
location_34,3,0,0.025
location_35,3,0,0.025
location_36,5,0,0.025
location_37,4,0,0.025
location_38,1,0,0.025
location_39,1,0,0.025
location_40,0,0,0.025
location_41,1,0,0.025
location_42,0,0,0.025
location_44,1,0,0.025
location_45,2,0,0.025
location_46,1,0,0.025
location_47,12,0,0.025
location_48,0,0,0.025
location_49,3,0,0.025
location_50,4,0,0.025
location_51,2,0,0.025
location_53,0,0,0.025
location_54,0,0,0.025
location_55,3,0,0.025
location_56,0,0,0.025
location_72,0,0,0.025
delta_xmas,92,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone,34,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone,54,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone,34,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone,20,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone,28,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone,30,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone,14,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone,41,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone,25,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone,50,0,0.025
inc_trans_cs_rollmean_w2,16,0,0.025
inc_trans_cs_rollmean_w4,29,0,0.025
inc_trans_cs_lag1,13,0,0.025
inc_trans_cs_lag2,18,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,16,0,0.025
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,9,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,25,0,0.025
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,19,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,20,0,0.025
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,34,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,14,0,0.025
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,17,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,20,0,0.025
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,29,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,28,0,0.025
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,57,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,7,0,0.025
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,8,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,24,0,0.025
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,21,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,9,0,0.025
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,10,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,18,0,0.025
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,52,0,0.025
inc_trans_cs_rollmean_w2_lag1,14,0,0.025
inc_trans_cs_rollmean_w2_lag2,12,0,0.025
inc_trans_cs_rollmean_w4_lag1,22,0,0.025
inc_trans_cs_rollmean_w4_lag2,32,0,0.025
horizon,124,0,0.025
inc_trans_cs,118,0,0.05
season_week,166,0,0.05
log_pop,102,0,0.05
inc_trans_cs_wave_N,30,0,0.05
inc_trans_cs_wave_NE,46,0,0.05
inc_trans_cs_wave_E,48,0,0.05
inc_trans_cs_wave_SE,39,0,0.05
inc_trans_cs_wave_S,37,0,0.05
inc_trans_cs_wave_SW,57,0,0.05
inc_trans_cs_wave_W,36,0,0.05
inc_trans_cs_wave_NW,39,0,0.05
inc_trans_cs_wave_avg,49,0,0.05
inc_trans_cs_wave_N_lag1,17,0,0.05
inc_trans_cs_wave_N_lag2,38,0,0.05
inc_trans_cs_wave_NE_lag1,27,0,0.05
inc_trans_cs_wave_NE_lag2,48,0,0.05
inc_trans_cs_wave_E_lag1,38,0,0.05
inc_trans_cs_wave_E_lag2,26,0,0.05
inc_trans_cs_wave_SE_lag1,34,0,0.05
inc_trans_cs_wave_SE_lag2,20,0,0.05
inc_trans_cs_wave_S_lag1,20,0,0.05
inc_trans_cs_wave_S_lag2,16,0,0.05
inc_trans_cs_wave_SW_lag1,32,0,0.05
inc_trans_cs_wave_SW_lag2,20,0,0.05
inc_trans_cs_wave_W_lag1,26,0,0.05
inc_trans_cs_wave_W_lag2,39,0,0.05
inc_trans_cs_wave_NW_lag1,25,0,0.05
inc_trans_cs_wave_NW_lag2,26,0,0.05
inc_trans_cs_wave_avg_lag1,37,0,0.05
inc_trans_cs_wave_avg_lag2,37,0,0.05
inc_trans_cs_wave_N_velocity,26,0,0.05
inc_trans_cs_wave_NE_velocity,28,0,0.05
inc_trans_cs_wave_E_velocity,31,0,0.05
inc_trans_cs_wave_SE_velocity,26,0,0.05
inc_trans_cs_wave_S_velocity,22,0,0.05
inc_trans_cs_wave_SW_velocity,26,0,0.05
inc_trans_cs_wave_W_velocity,32,0,0.05
inc_trans_cs_wave_NW_velocity,23,0,0.05
inc_trans_cs_wave_avg_velocity,44,0,0.05
source_flusurvnet,44,0,0.05
source_ilinet,41,0,0.05
source_nhsn,25,0,0.05
agg_level_state,0,0,0.05
location_01,0,0,0.05
location_02,0,0,0.05
location_04,8,0,0.05
location_05,3,0,0.05
location_06,0,0,0.05
location_08,0,0,0.05
location_09,8,0,0.05
location_10,18,0,0.05
location_11,0,0,0.05
location_12,0,0,0.05
location_13,9,0,0.05
location_15,0,0,0.05
location_16,1,0,0.05
location_17,0,0,0.05
location_18,1,0,0.05
location_19,23,0,0.05
location_20,0,0,0.05
location_21,2,0,0.05
location_22,1,0,0.05
location_23,0,0,0.05
location_24,2,0,0.05
location_25,4,0,0.05
location_26,5,0,0.05
location_27,3,0,0.05
location_28,2,0,0.05
location_29,8,0,0.05
location_30,6,0,0.05
location_31,7,0,0.05
location_32,2,0,0.05
location_33,9,0,0.05
location_34,4,0,0.05
location_35,0,0,0.05
location_36,0,0,0.05
location_37,4,0,0.05
location_38,3,0,0.05
location_39,1,0,0.05
location_40,0,0,0.05
location_41,1,0,0.05
location_42,0,0,0.05
location_44,3,0,0.05
location_45,3,0,0.05
location_46,1,0,0.05
location_47,15,0,0.05
location_48,0,0,0.05
location_49,2,0,0.05
location_50,3,0,0.05
location_51,5,0,0.05
location_53,1,0,0.05
location_54,0,0,0.05
location_55,3,0,0.05
location_56,0,0,0.05
location_72,2,0,0.05
delta_xmas,117,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone,38,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone,51,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone,35,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone,18,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone,37,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone,30,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone,20,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone,54,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone,28,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone,45,0,0.05
inc_trans_cs_rollmean_w2,13,0,0.05
inc_trans_cs_rollmean_w4,31,0,0.05
inc_trans_cs_lag1,18,0,0.05
inc_trans_cs_lag2,17,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,8,0,0.05
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,6,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,27,0,0.05
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,19,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,27,0,0.05
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,30,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,15,0,0.05
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,22,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,16,0,0.05
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,8,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,41,0,0.05
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,49,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,6,0,0.05
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,4,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,27,0,0.05
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,12,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,14,0,0.05
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,15,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,25,0,0.05
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,34,0,0.05
inc_trans_cs_rollmean_w2_lag1,7,0,0.05
inc_trans_cs_rollmean_w2_lag2,12,0,0.05
inc_trans_cs_rollmean_w4_lag1,25,0,0.05
inc_trans_cs_rollmean_w4_lag2,43,0,0.05
horizon,122,0,0.05
inc_trans_cs,134,0,0.1
season_week,162,0,0.1
log_pop,118,0,0.1
inc_trans_cs_wave_N,32,0,0.1
inc_trans_cs_wave_NE,36,0,0.1
inc_trans_cs_wave_E,40,0,0.1
inc_trans_cs_wave_SE,44,0,0.1
inc_trans_cs_wave_S,30,0,0.1
inc_trans_cs_wave_SW,57,0,0.1
inc_trans_cs_wave_W,30,0,0.1
inc_trans_cs_wave_NW,31,0,0.1
inc_trans_cs_wave_avg,56,0,0.1
inc_trans_cs_wave_N_lag1,29,0,0.1
inc_trans_cs_wave_N_lag2,34,0,0.1
inc_trans_cs_wave_NE_lag1,25,0,0.1
inc_trans_cs_wave_NE_lag2,34,0,0.1
inc_trans_cs_wave_E_lag1,29,0,0.1
inc_trans_cs_wave_E_lag2,30,0,0.1
inc_trans_cs_wave_SE_lag1,20,0,0.1
inc_trans_cs_wave_SE_lag2,23,0,0.1
inc_trans_cs_wave_S_lag1,23,0,0.1
inc_trans_cs_wave_S_lag2,22,0,0.1
inc_trans_cs_wave_SW_lag1,23,0,0.1
inc_trans_cs_wave_SW_lag2,21,0,0.1
inc_trans_cs_wave_W_lag1,32,0,0.1
inc_trans_cs_wave_W_lag2,40,0,0.1
inc_trans_cs_wave_NW_lag1,14,0,0.1
inc_trans_cs_wave_NW_lag2,21,0,0.1
inc_trans_cs_wave_avg_lag1,38,0,0.1
inc_trans_cs_wave_avg_lag2,53,0,0.1
inc_trans_cs_wave_N_velocity,29,0,0.1
inc_trans_cs_wave_NE_velocity,28,0,0.1
inc_trans_cs_wave_E_velocity,28,0,0.1
inc_trans_cs_wave_SE_velocity,23,0,0.1
inc_trans_cs_wave_S_velocity,24,0,0.1
inc_trans_cs_wave_SW_velocity,17,0,0.1
inc_trans_cs_wave_W_velocity,43,0,0.1
inc_trans_cs_wave_NW_velocity,8,0,0.1
inc_trans_cs_wave_avg_velocity,61,0,0.1
source_flusurvnet,48,0,0.1
source_ilinet,42,0,0.1
source_nhsn,28,0,0.1
agg_level_state,0,0,0.1
location_01,0,0,0.1
location_02,1,0,0.1
location_04,5,0,0.1
location_05,0,0,0.1
location_06,0,0,0.1
location_08,0,0,0.1
location_09,3,0,0.1
location_10,13,0,0.1
location_11,1,0,0.1
location_12,2,0,0.1
location_13,5,0,0.1
location_15,0,0,0.1
location_16,0,0,0.1
location_17,0,0,0.1
location_18,0,0,0.1
location_19,17,0,0.1
location_20,0,0,0.1
location_21,1,0,0.1
location_22,1,0,0.1
location_23,0,0,0.1
location_24,1,0,0.1
location_25,5,0,0.1
location_26,1,0,0.1
location_27,3,0,0.1
location_28,4,0,0.1
location_29,10,0,0.1
location_30,4,0,0.1
location_31,1,0,0.1
location_32,1,0,0.1
location_33,7,0,0.1
location_34,2,0,0.1
location_35,2,0,0.1
location_36,0,0,0.1
location_37,2,0,0.1
location_38,2,0,0.1
location_39,2,0,0.1
location_40,3,0,0.1
location_41,1,0,0.1
location_42,1,0,0.1
location_44,4,0,0.1
location_45,3,0,0.1
location_46,0,0,0.1
location_47,7,0,0.1
location_48,0,0,0.1
location_49,0,0,0.1
location_50,1,0,0.1
location_51,12,0,0.1
location_53,0,0,0.1
location_54,0,0,0.1
location_55,1,0,0.1
location_56,0,0,0.1
location_72,1,0,0.1
delta_xmas,146,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone,38,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone,62,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone,24,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone,28,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone,40,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone,27,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone,13,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone,36,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone,18,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone,45,0,0.1
inc_trans_cs_rollmean_w2,11,0,0.1
inc_trans_cs_rollmean_w4,32,0,0.1
inc_trans_cs_lag1,31,0,0.1
inc_trans_cs_lag2,23,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag1,12,0,0.1
inc_trans_cs_taylor_d2_c0_w4t_sNone_lag2,5,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag1,30,0,0.1
inc_trans_cs_taylor_d2_c1_w4t_sNone_lag2,23,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag1,19,0,0.1
inc_trans_cs_taylor_d2_c2_w4t_sNone_lag2,29,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag1,7,0,0.1
inc_trans_cs_taylor_d2_c0_w6t_sNone_lag2,22,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag1,18,0,0.1
inc_trans_cs_taylor_d2_c1_w6t_sNone_lag2,30,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag1,22,0,0.1
inc_trans_cs_taylor_d2_c2_w6t_sNone_lag2,47,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag1,6,0,0.1
inc_trans_cs_taylor_d1_c0_w3t_sNone_lag2,7,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag1,17,0,0.1
inc_trans_cs_taylor_d1_c1_w3t_sNone_lag2,18,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag1,16,0,0.1
inc_trans_cs_taylor_d1_c0_w5t_sNone_lag2,15,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag1,27,0,0.1
inc_trans_cs_taylor_d1_c1_w5t_sNone_lag2,41,0,0.1
inc_trans_cs_rollmean_w2_lag1,10,0,0.1
inc_trans_cs_rollmean_w2_lag2,4,0,0.1
inc_trans_cs_rollmean_w4_lag1,27,0,0.1
inc_trans_cs_rollmean_w4_lag2,38,0,0.1
horizon,146,0,0.1
inc_trans_cs,131,0,0.15
season_week,159,0,0.15
log_pop,113,0,0.15
inc_trans_cs_wave_N,49,0,0.15
inc_trans_cs_wave_NE,30,0,0.15
inc_trans_cs_wave_E,34,0,0.15
inc_trans_cs_wave_SE,38,0,0.15
inc_trans_cs_wave_S,26,0,0.15
inc_trans_cs_wave_SW,49,0,0.15
inc_trans_cs_wave_W,38,0,0.15
inc_trans_cs_wave_NW,38,0,0.15
inc_trans_cs_wave_avg,65,0,0.15
inc_trans_cs_wave_N_lag1,25,0,0.15
inc_trans_cs_wave_N_lag2,33,0,0.15
inc_trans_cs_wave_NE_lag1,31,0,0.15
inc_trans_cs_wave_NE_lag2,38,0,0.15
inc_trans_cs_wave_E_lag1,30,0,0.15
inc_trans_cs_wave_E_lag2,26,0,0.15
inc_trans_cs_wave_SE_lag1,24,0,0.15
inc_trans_cs_wave_SE_lag2,26,0,0.15
inc_trans_cs_wave_S_lag1,19,0,0.15
inc_trans_cs_wave_S_lag2,29,0,0.15
inc_trans_cs_wave_SW_lag1,19,0,0.15
inc_trans_cs_wave_SW_lag2,16,0,0.15
inc_trans_cs_wave_W_lag1,25,0,0.15
inc_trans_cs_wave_W_lag2,42,0,0.15
inc_trans_cs_wave_NW_lag1,22,0,0.15
inc_trans_cs_wave_NW_lag2,20,0,0.15
inc_trans_cs_wave_avg_lag1,41,0,0.15
inc_trans_cs_wave_avg_lag2,47,0,0.15
inc_trans_cs_wave_N_velocity,24,0,0.15
inc_trans_cs_wave_NE_velocity,27,0,0.15
inc_trans_cs_wave_E_velocity,31,0,0.15
inc_trans_cs_wave_SE_velocity,30,0,0.15
inc_trans_cs_wave_S_velocity,27,0,0.15
inc_trans_cs_wave_SW_velocity,16,0,0.15
inc_trans_cs_wave_W_velocity,35,0,0.15
inc_trans_cs_wave_NW_velocity,20,0,0.15
inc_trans_cs_wave_avg_velocity,67,0,0.15
source_flusurvnet,45,0,0.15
source_ilinet,40,0,0.15
source_nhsn,22,0,0.15
agg_level_state,0,0,0.15
location_01,0,0,0.15
location_02,1,0,0.15
location_04,1,0,0.15
location_05,0,0,0.15
location_06,0,0,0.15
location_08,0,0,0.15
location_09,5,0,0.15
location_10,11,0,0.15
location_11,0,0,0.15
location_12,2,0,0.15
location_13,6,0,0.15
location_15,1,0,0.15
location_16,0,0,0.15
location_17,2,0,0.15
location_18,0,0,0.15
location_19,13,0,0.15
location_20,0,0,0.15
location_21,0,0,0.15
location_22,2,0,0.15
location_23,0,0,0.15
location_24,3,0,0.15
location_25,1,0,0.15
location_26,1,0,0.15
location_27,4,0,0.15
location_28,4,0,0.15
location_29,6,0,0.15
location_30,2,0,0.15
location_31,0,0,0.15
location_32,1,0,0.15
location_33,2,0,0.15
location_34,2,0,0.15
location_35,1,0,0.15
location_36,0,0,0.15
location_37,2,0,0.15
location_38,2,0,0.15
location_39,1,0,0.15
location_40,5,0,0.15
location_41,0,0,0.15
location_42,0,0,0.15
location_44,2,0,0.15
location_45,2,0,0.15
location_46,0,0,0.15
location_47,5,0,0.15
location_48,0,0,0.15
location_49,1,0,0.15
location_50,0,0,0.15
location_51,11,0,0.15
location_53,1,0,0.15
location_54,0,0,0.15
location_55,0,0,0.15
location_56,0,0,0.15
location_72,0,0,0.15
delta_xmas,169,0,0.15
inc_trans_cs_taylor_d2_c0_w4t_sNone,31,0,0.15
inc_trans_cs_taylor_d2_c1_w4t_sNone,63,0,0.15
inc_trans_cs_taylor_d2_c2_w4t_sNone,21,0,0.15
inc_trans_cs_taylor_d2_c0_w6t_sNone,19,0,0.15
inc_trans_cs_taylor_d2_c1_w6t_sNone,40,0,0.15
inc_trans_cs_taylor_d2_c2_w6t_sNone,34,0,0.15
inc_trans_cs_taylor_d1_c0_w3t_sNone,13,0,0.15
